MonoNS,EstNS,MonoS,EstS,SensorID,Src,Vx_body(m_s),Vy_body(m_s),Vz_body(m_s),Ve_enu(m_s),Vn_enu(m_s),Vu_enu(m_s),De_enu(m),Dn_enu(m),Du_enu(m),Depth(m),E(m),N(m),U(m),Valid,ValidFlag,IsWaterMass
496247285767,496197285767,496.247285767,496.197285767,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496315237802,496265237802,496.315237802,496.265237802,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496317047280,496267047280,496.31704728,496.26704728,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496318615260,496268615260,496.31861526,496.26861526,DVL_H1000,BI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496323837487,496273837487,496.323837487,496.273837487,DVL_H1000,BS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496325005014,496275005014,496.325005014,496.275005014,DVL_H1000,BE,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496327160404,496277160404,496.327160404,496.277160404,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496414299118,496364299118,496.414299118,496.364299118,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496416081763,496366081763,496.416081763,496.366081763,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496417827075,496367827075,496.417827075,496.367827075,DVL_H1000,BI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496422622307,496372622307,496.422622307,496.372622307,DVL_H1000,BS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496423797126,496373797126,496.423797126,496.373797126,DVL_H1000,BE,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496425932391,496375932391,496.425932391,496.375932391,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496514333131,496464333131,496.514333131,496.464333131,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496516405397,496466405397,496.516405397,496.466405397,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496517888504,496467888504,496.517888504,496.467888504,DVL_H1000,BI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496522531488,496472531488,496.522531488,496.472531488,DVL_H1000,BS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496523701348,496473701348,496.523701348,496.473701348,DVL_H1000,BE,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496525834280,496475834280,496.52583428,496.47583428,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496594525889,496544525889,496.594525889,496.544525889,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496596288409,496546288409,496.596288409,496.546288409,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496597700933,496547700933,496.597700933,496.547700933,DVL_H1000,BI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496602618372,496552618372,496.602618372,496.552618372,DVL_H1000,BS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496603782400,496553782400,496.6037824,496.5537824,DVL_H1000,BE,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496606168787,496556168787,496.606168787,496.556168787,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496693303126,496643303126,496.693303126,496.643303126,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496695069437,496645069437,496.695069437,496.645069437,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496696471170,496646471170,496.69647117,496.64647117,DVL_H1000,BI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496701641189,496651641189,496.701641189,496.651641189,DVL_H1000,BS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496703087546,496653087546,496.703087546,496.653087546,DVL_H1000,BE,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496705251978,496655251978,496.705251978,496.655251978,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496793202682,496743202682,496.793202682,496.743202682,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496794963160,496744963160,496.79496316,496.74496316,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496796364018,496746364018,496.796364018,496.746364018,DVL_H1000,BI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496802104822,496752104822,496.802104822,496.752104822,DVL_H1000,BS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496803267974,496753267974,496.803267974,496.753267974,DVL_H1000,BE,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496805414906,496755414906,496.805414906,496.755414906,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496873327482,496823327482,496.873327482,496.823327482,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496875082127,496825082127,496.875082127,496.825082127,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496876763273,496826763273,496.876763273,496.826763273,DVL_H1000,BI,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496881562297,496831562297,496.881562297,496.831562297,DVL_H1000,BS,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496882714950,496832714950,496.88271495,496.83271495,DVL_H1000,BE,0.0,0.0,0.0,0.024,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496884863923,496834863923,496.884863923,496.834863923,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496972297508,496922297508,496.972297508,496.922297508,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
496974329816,496924329816,496.974329816,496.924329816,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496975726882,496925726882,496.975726882,496.925726882,DVL_H1000,BI,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496980620989,496930620989,496.980620989,496.930620989,DVL_H1000,BS,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496981775683,496931775683,496.981775683,496.931775683,DVL_H1000,BE,0.0,0.0,0.0,0.022,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
496983923489,496933923489,496.983923489,496.933923489,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497072670725,497022670725,497.072670725,497.022670725,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497074457453,497024457453,497.074457453,497.024457453,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497075856269,497025856269,497.075856269,497.025856269,DVL_H1000,BI,-0.003,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497080654418,497030654418,497.080654418,497.030654418,DVL_H1000,BS,-0.003,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497081949402,497031949402,497.081949402,497.031949402,DVL_H1000,BE,0.0,0.0,0.0,0.018,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497084323539,497034323539,497.084323539,497.034323539,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497152673902,497102673902,497.152673902,497.102673902,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497154430297,497104430297,497.154430297,497.104430297,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497155815405,497105815405,497.155815405,497.105815405,DVL_H1000,BI,-0.007,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497161048715,497111048715,497.161048715,497.111048715,DVL_H1000,BS,-0.007,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497162443740,497112443740,497.16244374,497.11244374,DVL_H1000,BE,0.0,0.0,0.0,0.012,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497164592713,497114592713,497.164592713,497.114592713,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497252380669,497202380669,497.252380669,497.202380669,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497254154272,497204154272,497.254154272,497.204154272,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497255551338,497205551338,497.255551338,497.205551338,DVL_H1000,BI,-0.011,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497260914730,497210914730,497.26091473,497.21091473,DVL_H1000,BS,-0.011,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497262074382,497212074382,497.262074382,497.212074382,DVL_H1000,BE,0.0,0.0,0.0,0.009,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497264214314,497214214314,497.264214314,497.214214314,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497352333308,497302333308,497.352333308,497.302333308,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497354138119,497304138119,497.354138119,497.304138119,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497355807890,497305807890,497.35580789,497.30580789,DVL_H1000,BI,-0.016,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497360931243,497310931243,497.360931243,497.310931243,DVL_H1000,BS,-0.016,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497362077770,497312077770,497.36207777,497.31207777,DVL_H1000,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497364226744,497314226744,497.364226744,497.314226744,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497433665885,497383665885,497.433665885,497.383665885,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497435707235,497385707235,497.435707235,497.385707235,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497437137550,497387137550,497.43713755,497.38713755,DVL_H1000,BI,-0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497442011240,497392011240,497.44201124,497.39201124,DVL_H1000,BS,-0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497443159809,497393159809,497.443159809,497.393159809,DVL_H1000,BE,0.0,0.0,0.0,-0.005,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497445308783,497395308783,497.445308783,497.395308783,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497533638065,497483638065,497.533638065,497.483638065,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497535416918,497485416918,497.535416918,497.485416918,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497536837609,497486837609,497.536837609,497.486837609,DVL_H1000,BI,-0.028,0.007,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497541700215,497491700215,497.541700215,497.491700215,DVL_H1000,BS,-0.028,0.007,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497542852576,497492852576,497.542852576,497.492852576,DVL_H1000,BE,0.0,0.0,0.0,-0.016,0.007,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497545399086,497495399086,497.545399086,497.495399086,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497633326749,497583326749,497.633326749,497.583326749,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497635105893,497585105893,497.635105893,497.585105893,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497636527751,497586527751,497.636527751,497.586527751,DVL_H1000,BI,-0.034,0.007,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497641682020,497591682020,497.64168202,497.59168202,DVL_H1000,BS,-0.034,0.007,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497643095711,497593095711,497.643095711,497.593095711,DVL_H1000,BE,0.0,0.0,0.0,-0.026,0.003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497645255768,497595255768,497.645255768,497.595255768,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497713743504,497663743504,497.713743504,497.663743504,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497715513607,497665513607,497.715513607,497.665513607,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497716942756,497666942756,497.716942756,497.666942756,DVL_H1000,BI,-0.04,0.007,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497722391897,497672391897,497.722391897,497.672391897,DVL_H1000,BS,-0.04,0.007,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497723628257,497673628257,497.723628257,497.673628257,DVL_H1000,BE,0.0,0.0,0.0,-0.036,0.009,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497725765855,497675765855,497.725765855,497.675765855,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497813400688,497763400688,497.813400688,497.763400688,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497815153875,497765153875,497.815153875,497.765153875,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497816835021,497766835021,497.816835021,497.766835021,DVL_H1000,BI,-0.047,0.009,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497821738168,497771738168,497.821738168,497.771738168,DVL_H1000,BS,-0.047,0.009,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497822886737,497772886737,497.822886737,497.772886737,DVL_H1000,BE,0.0,0.0,0.0,-0.05,0.009,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497825033669,497775033669,497.825033669,497.775033669,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497913405534,497863405534,497.913405534,497.863405534,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497915436676,497865436676,497.915436676,497.865436676,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497916874575,497866874575,497.916874575,497.866874575,DVL_H1000,BI,-0.053,0.001,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497921827305,497871827305,497.921827305,497.871827305,DVL_H1000,BS,-0.053,0.001,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497922978499,497872978499,497.922978499,497.872978499,DVL_H1000,BE,0.0,0.0,0.0,-0.063,0.008,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497925129806,497875129806,497.925129806,497.875129806,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497996201677,497946201677,497.996201677,497.946201677,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
497997993072,497947993072,497.997993072,497.947993072,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
497999402387,497949402387,497.999402387,497.949402387,DVL_H1000,BI,-0.059,0.001,-0.002,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498004286285,497954286285,498.004286285,497.954286285,DVL_H1000,BS,-0.059,0.001,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498005454979,497955454979,498.005454979,497.955454979,DVL_H1000,BE,0.0,0.0,0.0,-0.075,0.004,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498007875199,497957875199,498.007875199,497.957875199,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
498095362159,498045362159,498.095362159,498.045362159,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
498097152678,498047152678,498.097152678,498.047152678,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498098568703,498048568703,498.098568703,498.048568703,DVL_H1000,BI,-0.063,0.0,-0.002,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498103835554,498053835554,498.103835554,498.053835554,DVL_H1000,BS,-0.063,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498105265578,498055265578,498.105265578,498.055265578,DVL_H1000,BE,0.0,0.0,0.0,-0.083,0.001,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498107428260,498057428260,498.10742826,498.05742826,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
498195404046,498145404046,498.195404046,498.145404046,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
498197201858,498147201858,498.197201858,498.147201858,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498198627507,498148627507,498.198627507,498.148627507,DVL_H1000,BI,-0.068,0.0,-0.003,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498204110480,498154110480,498.20411048,498.15411048,DVL_H1000,BS,-0.068,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498205278008,498155278008,498.205278008,498.155278008,DVL_H1000,BE,0.0,0.0,0.0,-0.097,0.006,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498207440398,498157440398,498.207440398,498.157440398,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
498277762403,498227762403,498.277762403,498.227762403,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
498279516173,498229516173,498.279516173,498.229516173,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498281222110,498231222110,498.28122211,498.23122211,DVL_H1000,BI,-0.071,0.009,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498286029301,498236029301,498.286029301,498.236029301,DVL_H1000,BS,-0.071,0.009,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498287224244,498237224244,498.287224244,498.237224244,DVL_H1000,BE,0.0,0.0,0.0,-0.104,0.032,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498289363301,498239363301,498.289363301,498.239363301,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
498377348421,498327348421,498.377348421,498.327348421,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
498379524227,498329524227,498.379524227,498.329524227,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498380962710,498330962710,498.38096271,498.33096271,DVL_H1000,BI,-0.074,0.008,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498385723526,498335723526,498.385723526,498.335723526,DVL_H1000,BS,-0.074,0.008,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498386905345,498336905345,498.386905345,498.336905345,DVL_H1000,BE,0.0,0.0,0.0,-0.115,0.034,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498389034485,498339034485,498.389034485,498.339034485,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
498477621306,498427621306,498.477621306,498.427621306,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,False
498479401909,498429401909,498.479401909,498.429401909,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498480834266,498430834266,498.480834266,498.430834266,DVL_H1000,BI,-0.078,0.016,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498485731580,498435731580,498.48573158,498.43573158,DVL_H1000,BS,-0.078,0.016,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498486905816,498436905816,498.486905816,498.436905816,DVL_H1000,BE,0.0,0.0,0.0,-0.099,0.004,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,False
498489274995,498439274995,498.489274995,498.439274995,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,1.0,0.0,0.09,0.0,0.0,0.0,,,False
498558808927,498508808927,498.558808927,498.508808927,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,1.0,0.0,0.09,0.0,0.0,0.0,,,False
498560575530,498510575530,498.56057553,498.51057553,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,1.0,0.0,0.0,0.0,0.0,0.0,,,False
498561976679,498511976679,498.561976679,498.511976679,DVL_H1000,BI,-0.081,0.024,0.0,0.0,0.0,0.0,-0.01,1.0,0.0,0.0,0.0,0.0,0.0,,,False
498567138240,498517138240,498.56713824,498.51713824,DVL_H1000,BS,-0.081,0.024,0.0,0.0,0.0,0.0,-0.01,1.0,0.0,0.0,0.0,0.0,0.0,,,False
498568493015,498518493015,498.568493015,498.518493015,DVL_H1000,BE,0.0,0.0,0.0,-0.104,0.061,0.0,-0.01,1.0,0.0,0.0,0.0,0.0,0.0,,,False
498570645489,498520645489,498.570645489,498.520645489,DVL_H1000,BD,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,1.0,0.0,0.09,0.0,0.0,0.0,,,False
498658604067,498608604067,498.658604067,498.608604067,DVL_H1000,SA,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,1.0,0.0,0.09,0.0,0.0,0.0,,,False
498660382337,498610382337,498.660382337,498.610382337,DVL_H1000,TS,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,1.0,0.0,0.0,0.0,0.0,0.0,,,False
498661952943,498611952943,498.661952943,498.611952943,DVL_H1000,BI,-0.087,0.032,0.0,0.0,0.0,0.0,-0.01,1.0,0.0,0.0,0.0,0.0,0.0,,,False
