MonoNS,EstNS,MonoS,EstS,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,YawDeg,AngX,AngY,AngZ
515086145212,515084145212,515.086145212,515.084145212,-0.06,0.122,0.996,0.366,-2.991,-11.414,-103.00172011058127,7.013,3.532,-12.655
515096500708,515094500708,515.096500708,515.094500708,-0.06,0.122,0.995,0.427,-2.93,-11.414,-103.1134058015027,7.013,3.508,-12.78
515106727874,515104727874,515.106727874,515.104727874,-0.06,0.122,0.996,0.427,-2.869,-11.414,-103.22379481762647,7.014,3.486,-12.895
515116917706,515114917706,515.116917706,515.114917706,-0.06,0.122,0.996,0.427,-2.747,-11.353,-103.33366654183155,7.014,3.465,-13.009
515127122413,515125122413,515.127122413,515.125122413,-0.06,0.122,0.996,0.488,-2.625,-6.104,-103.42877248904247,7.015,3.443,-13.123
515137356578,515135356578,515.137356578,515.135356578,-0.06,0.122,0.996,0.488,-2.563,-11.292,-103.52794122237253,7.016,3.424,-13.247
515147611160,515145611160,515.14761116,515.14561116,-0.06,0.122,0.996,0.488,-2.502,-11.292,-103.63000170109129,7.018,3.405,-13.361
515157787284,515155787284,515.157787284,515.155787284,-0.06,0.122,0.996,0.488,-2.441,-11.292,-103.7336939274511,7.019,3.388,-13.474
515168250404,515166250404,515.168250404,515.166250404,-0.06,0.122,0.995,0.549,-2.258,-5.981,-103.82574627047329,7.02,3.37,-13.587
515178226448,515176226448,515.178226448,515.176226448,-0.06,0.122,0.996,0.549,-2.258,-11.23,-103.91885994368852,7.022,3.355,-13.699
515188452154,515186452154,515.188452154,515.186452154,-0.052,0.119,0.996,0.549,-2.197,-11.169,-104.01758519978699,7.023,3.338,-13.823
515198719861,515196719861,515.198719861,515.196719861,-0.052,0.119,0.996,0.549,-2.136,-11.169,-104.11921660090184,7.025,3.32,-13.935
515209233147,515207233147,515.209233147,515.207233147,-0.052,0.119,0.996,0.61,-2.014,-5.92,-104.21013675732532,7.026,3.302,-14.047
515219434646,515217434646,515.219434646,515.217434646,-0.052,0.119,0.996,0.61,-1.953,-11.169,-104.30352279494574,7.027,3.286,-14.17
515229695353,515227695353,515.229695353,515.227695353,-0.052,0.119,0.996,0.61,-1.892,-11.108,-104.40091350496589,7.028,3.27,-14.282
515239918726,515237918726,515.239918726,515.237918726,-0.052,0.119,0.996,0.61,-1.77,-11.108,-104.50101862874016,7.03,3.256,-14.393
515250170683,515248170683,515.250170683,515.248170683,-0.052,0.119,0.996,0.61,-1.709,-5.859,-104.58833182079589,7.031,3.241,-14.505
515260516263,515258516263,515.260516263,515.258516263,-0.052,0.119,0.996,0.61,-1.648,-11.108,-104.6826440383091,7.033,3.228,-14.627
515270735553,515268735553,515.270735553,515.268735553,-0.052,0.119,0.996,0.61,-1.587,-11.047,-104.77927309692484,7.034,3.216,-14.738
515280944052,515278944052,515.280944052,515.278944052,-0.052,0.119,0.996,0.61,-1.526,-11.047,-104.8787602194125,7.035,3.205,-14.849
515291185800,515289185800,515.2911858,515.2891858,-0.052,0.119,0.996,0.61,-1.465,-11.047,-104.98026006152338,7.036,3.195,-14.96
515301399549,515299399549,515.301399549,515.299399549,-0.052,0.119,0.996,0.549,-1.404,-11.047,-105.08324353514911,7.037,3.184,-15.082
515311607756,515309607756,515.311607756,515.309607756,-0.047,0.116,0.994,0.549,-1.343,-11.047,-105.18721537099043,7.038,3.174,-15.193
515321775422,515319775422,515.321775422,515.319775422,-0.047,0.116,0.994,0.549,-1.343,-11.047,-105.29196941483806,7.038,3.162,-15.304
515332044295,515330044295,515.332044295,515.330044295,-0.047,0.116,0.994,0.488,-1.282,-10.986,-105.39709799621808,7.037,3.151,-15.414
515342268544,515340268544,515.342268544,515.340268544,-0.047,0.116,0.994,0.488,-1.221,-5.737,-105.48761276583386,7.036,3.139,-15.524
515352646207,515350646207,515.352646207,515.350646207,-0.047,0.116,0.994,0.427,-1.16,-10.986,-105.58395316638358,7.036,3.129,-15.646
515362976037,515360976037,515.362976037,515.360976037,-0.047,0.116,0.994,0.427,-1.16,-10.925,-105.68343094136219,7.034,3.119,-15.756
515373238494,515371238494,515.373238494,515.371238494,-0.047,0.116,0.994,0.366,-1.099,-5.676,-105.76861329801537,7.033,3.109,-15.865
515383318661,515381318661,515.383318661,515.381318661,-0.047,0.116,0.994,0.366,-1.099,-10.925,-105.85885692982886,7.031,3.1,-15.986
515393632742,515391632742,515.393632742,515.391632742,-0.047,0.116,0.994,0.305,-1.038,-10.925,-105.95474456524687,7.029,3.092,-16.095
515403835407,515401835407,515.403835407,515.401835407,-0.047,0.116,0.994,0.244,-0.977,-10.925,-106.05236219968205,7.026,3.084,-16.205
515414071614,515412071614,515.414071614,515.412071614,-0.047,0.116,0.994,0.183,-0.977,-10.925,-106.15242091529184,7.023,3.076,-16.314
515424458902,515422458902,515.424458902,515.422458902,-0.047,0.116,0.994,0.183,-0.916,-10.864,-106.25546127814385,7.019,3.068,-16.434
515434980064,515432980064,515.434980064,515.432980064,-0.047,0.116,0.994,0.122,-0.916,-10.864,-106.3576023193885,7.015,3.062,-16.544
515445253311,515443253311,515.445253311,515.443253311,-0.045,0.116,0.992,0.061,-0.854,-10.864,-106.46306227800343,7.01,3.054,-16.653
515455250938,515453250938,515.455250938,515.453250938,-0.044,0.116,0.992,0.0,-0.854,-10.864,-106.56442444781239,7.006,3.047,-16.762
515465457687,515463457687,515.465457687,515.463457687,-0.045,0.116,0.992,0.0,-0.793,-10.864,-106.66819639616861,7.0,3.039,-16.881
515475952598,515473952598,515.475952598,515.473952598,-0.045,0.116,0.992,-0.122,-0.793,-10.864,-106.77276300428825,6.994,3.033,-16.99
515486111806,515484111806,515.486111806,515.484111806,-0.045,0.116,0.992,-0.183,-0.732,-10.864,-106.87890812026316,6.988,3.026,-17.099
515496157265,515494157265,515.496157265,515.494157265,-0.045,0.116,0.992,-0.244,-0.732,-10.864,-106.98138386315122,6.98,3.02,-17.208
515506367514,515504367514,515.506367514,515.504367514,-0.044,0.116,0.992,-0.305,-0.732,-10.803,-107.0858758142281,6.972,3.014,-17.327
515516755969,515514755969,515.516755969,515.514755969,-0.045,0.116,0.992,-0.366,-0.732,-10.803,-107.19182658194863,6.963,3.008,-17.436
515527205381,515525205381,515.527205381,515.525205381,-0.045,0.116,0.992,-0.427,-0.732,-10.803,-107.29868995065219,6.954,3.003,-17.544
515537263673,515535263673,515.537263673,515.535263673,-0.045,0.116,0.992,-0.549,-0.732,-5.554,-107.38644465371881,6.943,2.997,-17.653
515547417923,515545417923,515.547417923,515.545417923,-0.044,0.116,0.992,-0.61,-0.671,-10.803,-107.4798139447094,6.933,2.991,-17.772
515557611547,515555611547,515.557611547,515.555611547,-0.045,0.116,0.992,-0.671,-0.671,-10.803,-107.57643257297842,6.922,2.986,-17.881
515567857378,515565857378,515.567857378,515.565857378,-0.043,0.117,0.991,-0.732,-0.671,-10.803,-107.67526633757802,6.911,2.981,-17.989
515578080752,515576080752,515.578080752,515.576080752,-0.043,0.117,0.991,-0.793,-0.671,-10.803,-107.77539952652224,6.899,2.976,-18.097
515588283417,515586283417,515.588283417,515.586283417,-0.043,0.117,0.991,-0.916,-0.671,-10.803,-107.87681451399148,6.886,2.97,-18.216
515598433875,515596433875,515.598433875,515.596433875,-0.043,0.117,0.991,-0.977,-0.671,-10.803,-107.97836413251844,6.873,2.965,-18.324
515608749123,515606749123,515.608749123,515.606749123,-0.043,0.117,0.991,-1.038,-0.671,-10.742,-108.08152738651931,6.86,2.96,-18.432
515618925247,515616925247,515.618925247,515.616925247,-0.043,0.117,0.991,-1.099,-0.671,-10.803,-108.18446019909508,6.846,2.954,-18.54
515629312535,515627312535,515.629312535,515.627312535,-0.043,0.117,0.991,-1.221,-0.732,-10.742,-108.2892296876141,6.83,2.949,-18.659
515639522492,515637522492,515.639522492,515.637522492,-0.043,0.117,0.991,-1.282,-0.732,-10.742,-108.39256754673362,6.815,2.944,-18.767
515649748782,515647748782,515.649748782,515.647748782,-0.043,0.117,0.991,-1.343,-0.732,-10.742,-108.49589287743717,6.799,2.938,-18.875
515660127904,515658127904,515.660127904,515.658127904,-0.043,0.117,0.991,-1.404,-0.732,-5.493,-108.58577988200979,6.782,2.932,-18.983
515670352152,515668352152,515.670352152,515.668352152,-0.043,0.117,0.991,-1.465,-0.732,-10.742,-108.67833350135244,6.765,2.927,-19.101
515680734190,515678734190,515.68073419,515.67873419,-0.043,0.117,0.991,-1.465,-0.793,-10.681,-108.77540627447605,6.749,2.922,-19.208
515691004522,515689004522,515.691004522,515.689004522,-0.044,0.117,0.99,-1.526,-0.793,-10.681,-108.87309594810174,6.731,2.916,-19.316
515701202521,515699202521,515.701202521,515.699202521,-0.044,0.117,0.99,-1.587,-0.793,-10.681,-108.97243703645974,6.712,2.91,-19.423
515711408686,515709408686,515.711408686,515.709408686,-0.044,0.117,0.99,-1.648,-0.854,-10.681,-109.07229666601488,6.694,2.904,-19.541
515721594435,515719594435,515.721594435,515.719594435,-0.044,0.117,0.99,-1.648,-0.854,-10.681,-109.17283642694366,6.676,2.898,-19.648
515731880225,515729880225,515.731880225,515.729880225,-0.044,0.117,0.99,-1.709,-0.854,-10.62,-109.27470615565171,6.657,2.892,-19.755
515742051390,515740051390,515.74205139,515.74005139,-0.044,0.117,0.99,-1.709,-0.916,-10.62,-109.37612403920969,6.639,2.886,-19.861
515752287889,515750287889,515.752287889,515.750287889,-0.044,0.117,0.99,-1.77,-0.916,-10.62,-109.47799720053716,6.618,2.878,-19.978
515762482096,515760482096,515.762482096,515.760482096,-0.044,0.117,0.99,-1.77,-0.977,-10.559,-109.57974672339465,6.6,2.872,-20.085
515772735511,515770735511,515.772735511,515.770735511,-0.044,0.117,0.99,-1.831,-0.977,-10.559,-109.6817788641964,6.581,2.865,-20.191
515782914552,515780914552,515.782914552,515.780914552,-0.044,0.117,0.99,-1.831,-1.038,-10.559,-109.78330343470076,6.562,2.858,-20.297
515793132092,515791132092,515.793132092,515.791132092,-0.044,0.117,0.99,-1.831,-1.038,-10.559,-109.88504132970235,6.543,2.85,-20.402
515803372090,515801372090,515.80337209,515.80137209,-0.044,0.117,0.99,-1.831,-1.038,-10.498,-109.98670768991667,6.523,2.842,-20.518
515813888877,515811888877,515.813888877,515.811888877,-0.044,0.117,0.99,-1.831,-1.099,-10.498,-110.09109309943254,6.504,2.835,-20.624
515824093292,515822093292,515.824093292,515.822093292,-0.044,0.113,0.991,-1.831,-1.099,-10.498,-110.19239590045696,6.485,2.827,-20.729
515834353415,515832353415,515.834353415,515.832353415,-0.044,0.113,0.991,-1.831,-1.16,-10.498,-110.29364085733823,6.462,2.818,-20.845
515844530415,515842530415,515.844530415,515.842530415,-0.044,0.113,0.991,-1.831,-1.16,-10.437,-110.3948170173539,6.442,2.809,-20.95
515854613206,515852613206,515.854613206,515.852613206,-0.044,0.113,0.991,-1.831,-1.221,-10.437,-110.49566101242775,6.423,2.8,-21.055
515864825788,515862825788,515.864825788,515.862825788,-0.044,0.113,0.991,-1.831,-1.221,-10.437,-110.59640590845247,6.403,2.791,-21.16
515875054412,515873054412,515.875054412,515.873054412,-0.044,0.113,0.991,-1.831,-1.282,-5.188,-110.6822629904211,6.382,2.781,-21.264
515885293244,515883293244,515.885293244,515.883293244,-0.044,0.113,0.991,-1.831,-1.282,-10.437,-110.77209619346303,6.363,2.772,-21.38
515895485409,515893485409,515.895485409,515.893485409,-0.044,0.113,0.991,-1.831,-1.343,-10.437,-110.86485438795206,6.344,2.762,-21.484
515905925780,515903925780,515.90592578,515.90392578,-0.044,0.113,0.991,-1.831,-1.343,-10.376,-110.96171559248492,6.325,2.753,-21.588
515915919615,515913919615,515.915919615,515.913919615,-0.044,0.113,0.991,-1.77,-1.404,-10.376,-111.05584769097509,6.307,2.743,-21.693
515926155530,515924155530,515.92615553,515.92415553,-0.044,0.113,0.991,-1.77,-1.404,-10.376,-111.15321417623635,6.288,2.732,-21.807
515936351195,515934351195,515.936351195,515.934351195,-0.044,0.113,0.991,-1.77,-1.404,-10.376,-111.25098617991179,6.27,2.722,-21.912
515946576319,515944576319,515.946576319,515.944576319,-0.043,0.108,0.992,-1.77,-1.465,-10.376,-111.34950314473627,6.252,2.711,-22.016
515957078814,515955078814,515.957078814,515.955078814,-0.043,0.108,0.992,-1.77,-1.465,-10.376,-111.45103468338093,6.233,2.7,-22.12
515967230730,515965230730,515.96723073,515.96523073,-0.043,0.108,0.992,-1.709,-1.526,-10.376,-111.54969015978718,6.211,2.687,-22.234
515977473645,515975473645,515.977473645,515.975473645,-0.043,0.108,0.992,-1.709,-1.526,-10.376,-111.64906517880571,6.192,2.676,-22.338
515987704894,515985704894,515.987704894,515.985704894,-0.043,0.108,0.992,-1.648,-1.587,-10.376,-111.74866753419623,6.173,2.664,-22.442
515997890934,515995890934,515.997890934,515.995890934,-0.043,0.108,0.992,-1.648,-1.587,-10.376,-111.84815281257956,6.154,2.652,-22.546
516008133849,516006133849,516.008133849,516.006133849,-0.043,0.108,0.992,-1.587,-1.587,-5.127,-111.93291938183079,6.135,2.639,-22.65
516018255724,516016255724,516.018255724,516.016255724,-0.043,0.108,0.992,-1.587,-1.648,-10.376,-112.02036265830347,6.117,2.627,-22.764
516028386349,516026386349,516.028386349,516.026386349,-0.043,0.108,0.992,-1.587,-1.648,-10.376,-112.11235155686228,6.1,2.614,-22.868
516038679721,516036679721,516.038679721,516.036679721,-0.043,0.108,0.992,-1.526,-1.709,-10.376,-112.20641473111716,6.084,2.602,-22.972
516049169092,516047169092,516.049169092,516.047169092,-0.043,0.108,0.992,-1.526,-1.709,-10.315,-112.3052270563372,6.066,2.588,-23.076
516059375549,516057375549,516.059375549,516.057375549,-0.043,0.108,0.992,-1.465,-1.709,-10.376,-112.40195835528488,6.05,2.575,-23.19
516069451633,516067451633,516.069451633,516.067451633,-0.043,0.108,0.992,-1.465,-1.77,-10.376,-112.49826109737162,6.034,2.563,-23.294
516079820546,516077820546,516.079820546,516.077820546,-0.042,0.103,0.993,-1.465,-1.77,-10.376,-112.59805978576647,6.018,2.549,-23.397
516090037503,516088037503,516.090037503,516.088037503,-0.042,0.103,0.993,-1.404,-1.77,-10.376,-112.69668283294533,6.0,2.535,-23.501
516100265251,516098265251,516.100265251,516.098265251,-0.042,0.103,0.993,-1.404,-1.831,-10.376,-112.79567830916956,5.981,2.519,-23.616
516110458875,516108458875,516.110458875,516.108458875,-0.042,0.103,0.993,-1.343,-1.831,-10.376,-112.89483649267434,5.965,2.504,-23.72
516120713748,516118713748,516.120713748,516.118713748,-0.042,0.103,0.993,-1.343,-1.831,-10.376,-112.99442932658441,5.949,2.49,-23.824
516130914664,516128914664,516.130914664,516.128914664,-0.042,0.103,0.993,-1.282,-1.831,-10.376,-113.09384837796068,5.933,2.475,-23.928
516141147662,516139147662,516.141147662,516.139147662,-0.042,0.103,0.993,-1.282,-1.892,-10.376,-113.19349193700022,5.916,2.46,-24.043
516151352953,516149352953,516.151352953,516.149352953,-0.042,0.103,0.993,-1.221,-1.892,-10.437,-113.29342102868965,5.901,2.445,-24.147
516161581868,516159581868,516.161581868,516.159581868,-0.042,0.103,0.993,-1.16,-1.892,-10.437,-113.39354201136467,5.887,2.431,-24.252
516171771700,516169771700,516.1717717,516.1697717,-0.042,0.103,0.993,-1.16,-1.892,-10.437,-113.49355477810299,5.873,2.417,-24.356
516182070323,516180070323,516.182070323,516.180070323,-0.042,0.103,0.993,-1.16,-1.892,-10.437,-113.59449189659576,5.858,2.401,-24.461
516192217572,516190217572,516.192217572,516.190217572,-0.042,0.103,0.993,-1.099,-1.892,-10.437,-113.6941871862827,5.845,2.387,-24.576
516202601944,516200601944,516.202601944,516.200601944,-0.038,0.098,0.993,-1.099,-1.892,-10.437,-113.79618184245994,5.832,2.373,-24.681
516212841359,516210841359,516.212841359,516.210841359,-0.038,0.098,0.993,-1.038,-1.892,-10.437,-113.89671585994064,5.817,2.357,-24.785
516223102357,516221102357,516.223102357,516.221102357,-0.038,0.098,0.993,-1.038,-1.892,-10.437,-113.99730912792116,5.803,2.341,-24.89
516233305606,516231305606,516.233305606,516.231305606,-0.038,0.098,0.993,-0.977,-1.892,-10.437,-114.09762447834315,5.787,2.324,-25.005
516243471230,516241471230,516.24347123,516.24147123,-0.038,0.098,0.993,-0.977,-1.892,-10.437,-114.19778590660474,5.774,2.308,-25.11
516253824685,516251824685,516.253824685,516.251824685,-0.038,0.098,0.993,-0.916,-1.892,-10.437,-114.29967694318599,5.761,2.293,-25.215
516264051851,516262051851,516.264051851,516.262051851,-0.038,0.098,0.993,-0.916,-1.892,-10.437,-114.40013761955028,5.747,2.276,-25.33
516274291849,516272291849,516.274291849,516.272291849,-0.038,0.098,0.993,-0.854,-1.892,-10.437,-114.50072489920315,5.735,2.261,-25.435
516284510264,516282510264,516.284510264,516.282510264,-0.038,0.098,0.993,-0.854,-1.892,-10.437,-114.60130854315136,5.723,2.246,-25.54
516295036967,516293036967,516.295036967,516.293036967,-0.038,0.098,0.993,-0.793,-1.892,-10.437,-114.70177741711198,5.711,2.232,-25.645
516305202883,516303202883,516.305202883,516.303202883,-0.038,0.098,0.993,-0.793,-1.892,-10.437,-114.80328665413423,5.7,2.218,-25.75
516315427715,516313427715,516.315427715,516.313427715,-0.038,0.098,0.993,-0.732,-1.831,-10.437,-114.90379374632994,5.689,2.203,-25.865
516325654297,516323654297,516.325654297,516.323654297,-0.034,0.094,0.993,-0.732,-1.831,-10.437,-115.00443070436572,5.679,2.189,-25.97
516335968961,516333968961,516.335968961,516.333968961,-0.034,0.094,0.993,-0.671,-1.831,-10.437,-115.10480574143128,5.668,2.173,-26.075
516346278958,516344278958,516.346278958,516.344278958,-0.034,0.094,0.993,-0.671,-1.831,-10.437,-115.20735227996074,5.657,2.158,-26.18
516356456249,516354456249,516.356456249,516.354456249,-0.034,0.094,0.993,-0.61,-1.77,-10.437,-115.30751479292668,5.645,2.141,-26.295
516366701789,516364701789,516.366701789,516.364701789,-0.034,0.094,0.993,-0.549,-1.77,-10.437,-115.40792372809304,5.636,2.126,-26.4
516376923704,516374923704,516.376923704,516.374923704,-0.034,0.094,0.993,-0.549,-1.77,-10.437,-115.50858605154974,5.626,2.111,-26.504
516387241285,516385241285,516.387241285,516.385241285,-0.034,0.094,0.993,-0.488,-1.709,-10.437,-115.60988856231057,5.617,2.097,-26.609
516397407201,516395407201,516.397407201,516.395407201,-0.034,0.094,0.993,-0.427,-1.709,-10.437,-115.71013143761375,5.608,2.081,-26.724
516407788656,516405788656,516.407788656,516.405788656,-0.034,0.094,0.993,-0.427,-1.648,-10.437,-115.8122453198092,5.6,2.068,-26.829
516417844907,516415844907,516.417844907,516.415844907,-0.034,0.094,0.993,-0.366,-1.648,-10.437,-115.91105345445068,5.593,2.055,-26.934
516428081988,516426081988,516.428081988,516.426081988,-0.034,0.094,0.993,-0.305,-1.587,-10.437,-116.01175132047176,5.586,2.043,-27.039
516438342403,516436342403,516.438342403,516.436342403,-0.034,0.094,0.993,-0.305,-1.587,-5.249,-116.09778572254264,5.579,2.029,-27.144
516448509194,516446509194,516.448509194,516.446509194,-0.034,0.094,0.993,-0.244,-1.526,-10.498,-116.18729103602851,5.573,2.018,-27.26
516458619986,516456619986,516.458619986,516.456619986,-0.03,0.092,0.993,-0.183,-1.526,-10.498,-116.27958638814842,5.567,2.005,-27.365
516469611891,516467611891,516.469611891,516.467611891,-0.03,0.092,0.993,-0.122,-1.465,-10.498,-116.38096090097783,5.561,1.992,-27.47
516479676892,516477676892,516.479676892,516.477676892,-0.03,0.092,0.993,-0.061,-1.404,-10.498,-116.47801865946097,5.555,1.978,-27.586
516490121638,516488121638,516.490121638,516.488121638,-0.03,0.092,0.993,0.0,-1.404,-5.249,-116.56241072378562,5.55,1.965,-27.691
516500375927,516498375927,516.500375927,516.498375927,-0.03,0.092,0.993,0.0,-1.343,-10.498,-116.65095121935465,5.546,1.954,-27.807
516510714216,516508714216,516.510714216,516.508714216,-0.03,0.092,0.993,0.0,-1.282,-10.559,-116.74396277713272,5.543,1.943,-27.913
516521033547,516519033547,516.521033547,516.519033547,-0.03,0.092,0.993,0.061,-1.282,-10.559,-116.8392296268643,5.539,1.932,-28.019
516531237087,516529237087,516.531237087,516.529237087,-0.03,0.092,0.993,0.061,-1.221,-10.559,-116.93618287200184,5.537,1.922,-28.124
516541414087,516539414087,516.541414087,516.539414087,-0.03,0.092,0.993,0.122,-1.16,-10.559,-117.03374668591393,5.535,1.912,-28.241
516551575336,516549575336,516.551575336,516.549575336,-0.03,0.092,0.993,0.183,-1.099,-10.62,-117.13259251598109,5.533,1.903,-28.347
516561884750,516559884750,516.56188475,516.55988475,-0.03,0.092,0.993,0.244,-1.099,-10.62,-117.23329761445542,5.532,1.895,-28.454
516578255798,516576255798,516.578255798,516.576255798,-0.03,0.092,0.993,0.244,-1.038,-10.62,-117.33391103327894,5.531,1.887,-28.56
516583415317,516581415317,516.583415317,516.581415317,-0.027,0.092,0.993,0.305,-0.977,-10.62,-117.44263288491982,5.53,1.879,-28.677
516594374848,516592374848,516.594374848,516.592374848,-0.027,0.092,0.993,0.366,-0.916,-10.681,-117.55520353918676,5.53,1.869,-28.806
516604581597,516602581597,516.604581597,516.602581597,-0.027,0.092,0.993,0.366,-0.916,-10.681,-117.65725446228394,5.53,1.861,-28.913
516614778429,516612778429,516.614778429,516.612778429,-0.027,0.092,0.993,0.427,-0.854,-10.681,-117.7593774351353,5.531,1.854,-29.02
516625261674,516623261674,516.625261674,516.623261674,-0.027,0.092,0.993,0.427,-0.793,-10.681,-117.86277181603981,5.531,1.848,-29.127
516635232468,516633232468,516.635232468,516.633232468,-0.027,0.092,0.993,0.488,-0.732,-10.681,-117.96402295370356,5.532,1.842,-29.234
516645547715,516643547715,516.645547715,516.643547715,-0.027,0.092,0.993,0.488,-0.732,-10.681,-118.06824656544372,5.534,1.836,-29.352
516655972045,516653972045,516.655972045,516.653972045,-0.027,0.092,0.993,0.549,-0.671,-10.742,-118.17133319659729,5.536,1.831,-29.459
516666150502,516664150502,516.666150502,516.664150502,-0.027,0.092,0.993,0.549,-0.61,-10.742,-118.27610486334804,5.537,1.826,-29.567
516676094462,516674094462,516.676094462,516.674094462,-0.027,0.092,0.993,0.61,-0.549,-10.742,-118.37641768002312,5.54,1.822,-29.674
516686318128,516684318128,516.686318128,516.684318128,-0.027,0.092,0.993,0.61,-0.549,-10.742,-118.4798866269706,5.542,1.818,-29.793
516696544126,516694544126,516.696544126,516.694544126,-0.027,0.092,0.993,0.61,-0.488,-10.742,-118.583462353729,5.545,1.815,-29.901
516706743875,516704743875,516.706743875,516.704743875,-0.025,0.092,0.993,0.671,-0.427,-10.742,-118.68683919991828,5.548,1.813,-30.008
516717040164,516715040164,516.717040164,516.715040164,-0.025,0.092,0.993,0.671,-0.366,-10.742,-118.79079131393974,5.551,1.81,-30.116
516727221830,516725221830,516.72722183,516.72522183,-0.025,0.092,0.993,0.671,-0.366,-10.803,-118.8945067086978,5.554,1.808,-30.235
516737497411,516735497411,516.737497411,516.735497411,-0.025,0.092,0.993,0.671,-0.305,-10.803,-118.99852513585414,5.558,1.806,-30.343
516747658661,516745658661,516.747658661,516.745658661,-0.025,0.092,0.993,0.732,-0.244,-10.803,-119.10232415478393,5.562,1.804,-30.451
516757897784,516755897784,516.757897784,516.755897784,-0.025,0.092,0.993,0.732,-0.244,-10.803,-119.20647675008922,5.565,1.803,-30.56
516768126991,516766126991,516.768126991,516.766126991,-0.025,0.092,0.993,0.732,-0.183,-10.803,-119.31051557741246,5.569,1.803,-30.668
516778292615,516776292615,516.778292615,516.776292615,-0.025,0.092,0.993,0.732,-0.122,-10.803,-119.41429671427777,5.573,1.803,-30.787
516788599113,516786599113,516.788599113,516.786599113,-0.025,0.092,0.993,0.732,-0.122,-10.803,-119.51875226904303,5.577,1.803,-30.895
516798756570,516796756570,516.79875657,516.79675657,-0.025,0.092,0.993,0.732,-0.061,-10.803,-119.62298749336107,5.58,1.803,-31.004
516809010568,516807010568,516.809010568,516.807010568,-0.025,0.092,0.993,0.732,-0.061,-10.803,-119.72715467411103,5.584,1.804,-31.112
516819219067,516817219067,516.819219067,516.817219067,-0.025,0.092,0.994,0.732,0.0,-5.554,-119.81644684934,5.588,1.805,-31.221
516829411524,516827411524,516.829411524,516.827411524,-0.025,0.092,0.993,0.732,0.0,-10.803,-119.90990286707724,5.591,1.807,-31.34
516839803479,516837803479,516.839803479,516.837803479,-0.025,0.094,0.995,0.732,0.0,-10.803,-120.00764411592881,5.595,1.809,-31.448
516850155768,516848155768,516.850155768,516.848155768,-0.025,0.094,0.995,0.671,0.0,-10.803,-120.1078404338679,5.599,1.811,-31.557
516860414724,516858414724,516.860414724,516.858414724,-0.025,0.094,0.995,0.671,0.061,-10.803,-120.20851154423163,5.604,1.814,-31.676
516870635764,516868635764,516.870635764,516.868635764,-0.025,0.094,0.995,0.671,0.061,-10.803,-120.30992621741301,5.607,1.816,-31.785
516880860888,516878860888,516.880860888,516.878860888,-0.025,0.094,0.995,0.671,0.122,-10.803,-120.41207011823722,5.611,1.819,-31.893
516891073470,516889073470,516.89107347,516.88907347,-0.025,0.094,0.995,0.61,0.122,-10.803,-120.51473659065647,5.614,1.822,-32.002
516901303843,516899303843,516.901303843,516.899303843,-0.025,0.094,0.995,0.61,0.122,-10.803,-120.61802850818647,5.617,1.826,-32.121
516911702507,516909702507,516.911702507,516.909702507,-0.025,0.094,0.995,0.61,0.183,-10.803,-120.72320409626211,5.62,1.829,-32.229
516921769549,516919769549,516.921769549,516.919769549,-0.025,0.094,0.995,0.549,0.183,-10.803,-120.82497314470616,5.623,1.833,-32.338
516932160045,516930160045,516.932160045,516.930160045,-0.025,0.094,0.995,0.549,0.183,-10.803,-120.93053282488978,5.625,1.837,-32.446
516942446418,516940446418,516.942446418,516.940446418,-0.025,0.094,0.995,0.549,0.244,-10.803,-121.03450344102365,5.627,1.841,-32.565
516952647917,516950647917,516.952647917,516.950647917,-0.025,0.094,0.995,0.488,0.244,-10.803,-121.139151103424,5.629,1.845,-32.674
516962949748,516960949748,516.962949748,516.960949748,-0.026,0.096,0.995,0.488,0.244,-10.803,-121.24434195666979,5.631,1.85,-32.782
516973240495,516971240495,516.973240495,516.971240495,-0.026,0.096,0.996,0.427,0.305,-10.803,-121.34874270368454,5.633,1.854,-32.89
516983536493,516981536493,516.983536493,516.981536493,-0.026,0.096,0.996,0.427,0.305,-10.803,-121.45374789630215,5.635,1.86,-33.009
516993723700,516991723700,516.9937237,516.9917237,-0.026,0.096,0.996,0.366,0.305,-10.803,-121.55795876312966,5.636,1.865,-33.117
517003816117,517001816117,517.003816117,517.001816117,-0.026,0.096,0.996,0.366,0.305,-10.803,-121.66056892677814,5.637,1.87,-33.225
517014057866,517012057866,517.014057866,517.012057866,-0.026,0.096,0.996,0.305,0.366,-10.803,-121.76510622428655,5.638,1.875,-33.334
517024387113,517022387113,517.024387113,517.022387113,-0.026,0.096,0.996,0.305,0.366,-10.742,-121.87047161182156,5.639,1.881,-33.452
517034656569,517032656569,517.034656569,517.032656569,-0.026,0.096,0.996,0.244,0.366,-10.742,-121.97376561467061,5.639,1.886,-33.56
517044893067,517042893067,517.044893067,517.042893067,-0.026,0.096,0.996,0.244,0.366,-10.742,-122.07843453760123,5.639,1.891,-33.668
517055204815,517053204815,517.055204815,517.053204815,-0.026,0.096,0.996,0.183,0.366,-10.742,-122.18352718551523,5.639,1.896,-33.776
517065297523,517063297523,517.065297523,517.063297523,-0.026,0.096,0.996,0.183,0.366,-10.742,-122.28623985387316,5.638,1.902,-33.895
517075522647,517073522647,517.075522647,517.073522647,-0.026,0.096,0.996,0.122,0.366,-10.742,-122.38980368454287,5.638,1.907,-34.003
