MonoNS,EstNS,MonoS,EstS,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,YawDeg,AngX,AngY,AngZ
352327509800,352325509800,352.3275098,352.3255098,-0.021,0.089,0.995,0.0,0.0,-0.671,0.0010424054053863791,5.256,1.187,-160.066
352337712465,352335712465,352.337712465,352.335712465,-0.021,0.089,0.995,0.0,0.0,-0.671,0.0007399936961690721,5.255,1.187,-160.073
352347774841,352345774841,352.347774841,352.345774841,-0.021,0.089,0.995,0.0,0.0,-0.671,0.0003365280310388455,5.254,1.188,-160.08
352357984215,352355984215,352.357984215,352.355984215,-0.021,0.089,0.995,0.0,0.0,-0.671,-0.00015161859898368154,5.253,1.188,-160.087
352368013632,352366013632,352.368013632,352.366013632,-0.021,0.089,0.995,0.0,0.0,-0.671,-0.0006859399923709144,5.252,1.188,-160.094
352378064633,352376064633,352.378064633,352.376064633,-0.021,0.089,0.995,0.0,0.0,-0.671,-0.0012609011098690841,5.251,1.188,-160.101
352388269048,352386269048,352.388269048,352.386269048,-0.021,0.089,0.995,0.0,0.0,-0.671,-0.001875104410625196,5.25,1.188,-160.109
352398318299,352396318299,352.398318299,352.396318299,-0.021,0.089,0.995,0.0,0.0,-0.671,-0.0025002925460349103,5.249,1.188,-160.116
352408382133,352406382133,352.408382133,352.406382133,-0.021,0.089,0.995,0.0,0.0,-0.671,-0.003141375557098523,5.248,1.189,-160.123
352418575757,352416575757,352.418575757,352.416575757,-0.021,0.089,0.995,0.0,0.0,-0.671,-0.0038025729548271017,5.247,1.189,-160.131
352428655924,352426655924,352.428655924,352.426655924,-0.021,0.089,0.995,0.0,0.0,-0.671,-0.00446311966957612,5.246,1.189,-160.138
352438676008,352436676008,352.438676008,352.436676008,-0.021,0.089,0.995,0.0,0.0,-0.671,-0.0051271334525798,5.245,1.189,-160.145
