MonoNS,EstNS,MonoS,EstS,t_unix,AccX,AccY,AccZ,AsX,AsY,AsZ,HX,HY,HZ,AngX,AngY,AngZ,TemperatureC
351045690821,351043690821,351.045690821,351.043690821,1768044166.3225372,-0.021,0.091,0.996,-0.122,0.122,-0.671,-39.975,-38.389,-47.476,5.191,1.184,-159.196,
351059712523,351057712523,351.059712523,351.057712523,1768044166.3364122,-0.021,0.089,0.997,-0.061,0.122,-0.671,-39.923,-38.337,-47.463,5.19,1.186,-159.206,
351069544484,351067544484,351.069544484,351.067544484,1768044166.346628,-0.021,0.089,0.997,-0.061,0.122,0.0,-39.871,-38.337,-47.502,5.188,1.187,-159.213,
351083639977,351081639977,351.083639977,351.081639977,1768044166.3568783,-0.021,0.089,0.997,-0.061,0.122,-0.671,-39.871,-38.363,-47.515,5.187,1.189,-159.221,
351091353881,351089353881,351.091353881,351.089353881,1768044166.3671737,-0.021,0.089,0.997,0.0,0.122,-0.671,-39.845,-38.376,-47.528,5.186,1.191,-159.228,
351102314579,351100314579,351.102314579,351.100314579,1768044166.3773427,-0.021,0.089,0.997,0.0,0.122,-0.671,-39.845,-38.363,-47.515,5.185,1.192,-159.235,
351110152149,351108152149,351.110152149,351.108152149,1768044166.387475,-0.021,0.089,0.997,0.0,0.122,0.0,-39.845,-38.363,-47.528,5.184,1.194,-159.242,
351120376397,351118376397,351.120376397,351.118376397,1768044166.3976932,-0.021,0.089,0.997,0.0,0.122,-0.671,-39.845,-38.363,-47.541,5.184,1.195,-159.25,
351130693395,351128693395,351.130693395,351.128693395,1768044166.4079702,-0.021,0.089,0.997,0.0,0.122,-0.671,-40.014,-38.688,-47.515,5.183,1.197,-159.257,
351140904227,351138904227,351.140904227,351.138904227,1768044166.4181783,-0.021,0.089,0.997,0.0,0.122,-0.671,-39.936,-38.467,-47.372,5.183,1.198,-159.265,
351151131684,351149131684,351.151131684,351.149131684,1768044166.4283888,-0.021,0.089,0.997,0.0,0.122,-0.671,-39.897,-38.402,-47.333,5.183,1.199,-159.272,
351161490389,351159490389,351.161490389,351.159490389,1768044166.4387672,-0.021,0.089,0.997,0.061,0.061,-0.671,-39.884,-38.376,-47.372,5.183,1.201,-159.279,
351171754887,351169754887,351.171754887,351.169754887,1768044166.4489956,-0.021,0.089,0.997,0.061,0.061,-0.671,-39.871,-38.389,-47.424,5.184,1.202,-159.286,
351181935678,351179935678,351.181935678,351.179935678,1768044166.459233,-0.021,0.089,0.997,0.061,0.061,-0.671,-39.871,-38.376,-47.463,5.184,1.203,-159.293,
351192173051,351190173051,351.192173051,351.190173051,1768044166.4694664,-0.022,0.088,0.997,0.061,0.061,-0.671,-39.845,-38.363,-47.502,5.185,1.204,-159.3,
351202380966,351200380966,351.202380966,351.200380966,1768044166.4796343,-0.022,0.088,0.997,0.122,0.061,-0.671,-39.858,-38.376,-47.476,5.185,1.206,-159.308,
351212722464,351210722464,351.212722464,351.210722464,1768044166.490022,-0.022,0.089,0.997,0.122,0.061,-0.671,-39.845,-38.376,-47.489,5.186,1.207,-159.315,
351222769964,351220769964,351.222769964,351.220769964,1768044166.5000758,-0.022,0.088,0.997,0.122,0.061,-0.671,-40.092,-38.74,-47.58,5.187,1.209,-159.322,
351233086378,351231086378,351.233086378,351.231086378,1768044166.510412,-0.022,0.088,0.997,0.122,0.061,-0.671,-39.936,-38.519,-47.476,5.187,1.21,-159.329,
351243547457,351241547457,351.243547457,351.241547457,1768044166.5207877,-0.022,0.088,0.997,0.183,0.061,-0.671,-39.845,-38.415,-47.398,5.189,1.211,-159.336,
351253794747,351251794747,351.253794747,351.251794747,1768044166.5309966,-0.022,0.088,0.997,0.183,0.0,-0.671,-39.845,-38.402,-47.437,5.19,1.212,-159.343,
351266035262,351264035262,351.266035262,351.264035262,1768044166.543234,-0.022,0.088,0.997,0.183,0.0,-0.671,-39.845,-38.402,-47.554,5.191,1.213,-159.352,
351276032305,351274032305,351.276032305,351.274032305,1768044166.5533547,-0.022,0.088,0.997,0.244,0.0,-0.671,-39.806,-38.402,-47.606,5.193,1.214,-159.359,
351286276095,351284276095,351.286276095,351.284276095,1768044166.5635822,-0.022,0.088,0.997,0.244,0.0,-0.671,-39.806,-38.415,-47.502,5.194,1.215,-159.366,
351296547885,351294547885,351.296547885,351.294547885,1768044166.5738254,-0.022,0.088,0.997,0.244,0.0,-0.671,-39.819,-38.415,-47.463,5.196,1.215,-159.373,
351306994672,351304994672,351.306994672,351.304994672,1768044166.5841947,-0.022,0.088,0.997,0.244,0.0,-0.671,-39.845,-38.454,-47.502,5.198,1.216,-159.38,
351318301574,351316301574,351.318301574,351.316301574,1768044166.5943017,-0.023,0.088,0.996,0.244,0.0,-0.671,-39.936,-38.584,-47.671,5.2,1.216,-159.387,
351327211589,351325211589,351.327211589,351.325211589,1768044166.6045055,-0.023,0.088,0.996,0.244,0.0,-0.671,-39.845,-38.467,-47.632,5.201,1.217,-159.394,
351337434671,351335434671,351.337434671,351.335434671,1768044166.6146905,-0.023,0.088,0.996,0.244,0.0,-0.671,-39.819,-38.402,-47.45,5.203,1.218,-159.402,
351347628295,351345628295,351.347628295,351.345628295,1768044166.6249094,-0.023,0.088,0.996,0.244,0.0,-0.671,-39.845,-38.376,-47.437,5.205,1.218,-159.408,
351357848752,351355848752,351.357848752,351.355848752,1768044166.6351302,-0.023,0.088,0.996,0.305,-0.061,-0.671,-39.845,-38.402,-47.437,5.207,1.219,-159.415,
351368093125,351366093125,351.368093125,351.366093125,1768044166.6453483,-0.023,0.088,0.996,0.305,-0.061,-0.671,-39.845,-38.389,-47.45,5.209,1.219,-159.422,
351378292874,351376292874,351.378292874,351.376292874,1768044166.6555667,-0.023,0.088,0.996,0.305,-0.061,-0.671,-39.845,-38.415,-47.437,5.21,1.219,-159.429,
351388357874,351386357874,351.388357874,351.386357874,1768044166.6656315,-0.023,0.088,0.996,0.305,-0.061,-0.671,-39.832,-38.415,-47.463,5.212,1.219,-159.437,
351398748663,351396748663,351.398748663,351.396748663,1768044166.6760032,-0.023,0.088,0.996,0.305,-0.061,-0.671,-39.832,-38.415,-47.567,5.214,1.219,-159.443,
351408927995,351406927995,351.408927995,351.406927995,1768044166.6862068,-0.023,0.088,0.996,0.305,-0.122,-0.671,-39.91,-38.545,-47.632,5.216,1.218,-159.45,
351419107911,351417107911,351.419107911,351.417107911,1768044166.69643,-0.023,0.088,0.996,0.305,-0.122,-0.61,-39.897,-38.467,-47.463,5.218,1.218,-159.457,
351429224536,351427224536,351.429224536,351.427224536,1768044166.7064972,-0.023,0.088,0.996,0.305,-0.122,0.0,-39.845,-38.454,-47.411,5.22,1.217,-159.463,
351439550866,351437550866,351.439550866,351.437550866,1768044166.716877,-0.023,0.089,0.996,0.305,-0.122,-0.61,-39.806,-38.428,-47.398,5.222,1.217,-159.471,
351449805739,351447805739,351.449805739,351.447805739,1768044166.72708,-0.023,0.089,0.996,0.305,-0.183,-0.61,-39.806,-38.441,-47.424,5.224,1.216,-159.477,
351460223944,351458223944,351.460223944,351.458223944,1768044166.7374973,-0.023,0.089,0.996,0.305,-0.183,-0.61,-39.819,-38.441,-47.437,5.226,1.215,-159.484,
351470423693,351468423693,351.470423693,351.468423693,1768044166.7476954,-0.023,0.089,0.996,0.305,-0.183,-0.61,-39.832,-38.454,-47.45,5.229,1.215,-159.491,
351480641525,351478641525,351.480641525,351.478641525,1768044166.7579129,-0.023,0.089,0.996,0.305,-0.183,-0.61,-39.858,-38.441,-47.437,5.231,1.214,-159.498,
351490871315,351488871315,351.490871315,351.488871315,1768044166.7681277,-0.023,0.089,0.996,0.244,-0.244,-0.61,-39.832,-38.454,-47.476,5.233,1.213,-159.505,
351501062605,351499062605,351.501062605,351.499062605,1768044166.7783415,-0.023,0.089,0.996,0.244,-0.244,-0.61,-40.027,-38.844,-47.541,5.234,1.211,-159.511,
351511194105,351509194105,351.511194105,351.509194105,1768044166.7885172,-0.023,0.089,0.996,0.244,-0.244,-0.61,-39.91,-38.623,-47.45,5.236,1.21,-159.518,
351521346313,351519346313,351.521346313,351.519346313,1768044166.7986238,-0.023,0.089,0.996,0.244,-0.244,-0.61,-39.845,-38.467,-47.359,5.238,1.209,-159.525,
351531565020,351529565020,351.53156502,351.52956502,1768044166.8088233,-0.023,0.089,0.996,0.244,-0.244,-0.61,-39.819,-38.454,-47.398,5.239,1.207,-159.531,
351541775269,351539775269,351.541775269,351.539775269,1768044166.8190503,-0.023,0.089,0.996,0.244,-0.244,-0.61,-39.819,-38.467,-47.398,5.241,1.206,-159.538,
351551946726,351549946726,351.551946726,351.549946726,1768044166.8292708,-0.023,0.089,0.996,0.244,-0.305,-0.61,-39.819,-38.467,-47.411,5.242,1.204,-159.545,
351562182058,351560182058,351.562182058,351.560182058,1768044166.8395023,-0.023,0.089,0.996,0.244,-0.305,0.0,-39.832,-38.48,-47.424,5.243,1.203,-159.551,
351572596471,351570596471,351.572596471,351.570596471,1768044166.8498716,-0.024,0.09,0.995,0.183,-0.305,-0.61,-39.819,-38.48,-47.411,5.245,1.201,-159.558,
351582762387,351580762387,351.582762387,351.580762387,1768044166.8600879,-0.024,0.09,0.995,0.183,-0.305,-0.61,-39.832,-38.467,-47.411,5.247,1.199,-159.565,
351593554503,351591554503,351.593554503,351.591554503,1768044166.8705437,-0.024,0.09,0.995,0.183,-0.305,-0.61,-40.04,-38.818,-47.619,5.248,1.197,-159.572,
351603671128,351601671128,351.603671128,351.601671128,1768044166.8808017,-0.024,0.09,0.995,0.183,-0.366,-0.61,-39.91,-38.597,-47.528,5.25,1.195,-159.578,
351613220760,351611220760,351.61322076,351.61122076,1768044166.8905234,-0.024,0.09,0.995,0.183,-0.366,-0.61,-39.819,-38.493,-47.528,5.251,1.193,-159.585,
351623682422,351621682422,351.623682422,351.621682422,1768044166.900953,-0.024,0.09,0.995,0.183,-0.366,-0.61,-39.806,-38.467,-47.424,5.252,1.191,-159.592,
351633912212,351631912212,351.633912212,351.631912212,1768044166.9111707,-0.024,0.09,0.995,0.183,-0.366,-0.61,-39.819,-38.493,-47.411,5.253,1.189,-159.599,
351644100003,351642100003,351.644100003,351.642100003,1768044166.9213781,-0.024,0.09,0.995,0.122,-0.366,-0.61,-39.832,-38.493,-47.385,5.254,1.186,-159.605,
351654332126,351652332126,351.654332126,351.652332126,1768044166.9316087,-0.024,0.09,0.995,0.122,-0.366,0.0,-39.819,-38.493,-47.385,5.255,1.184,-159.612,
351664534792,351662534792,351.664534792,351.662534792,1768044166.9417677,-0.024,0.09,0.995,0.122,-0.366,-0.61,-39.819,-38.506,-47.385,5.256,1.182,-159.619,
351674750290,351672750290,351.67475029,351.67275029,1768044166.9520242,-0.024,0.09,0.995,0.122,-0.366,-0.61,-39.793,-38.519,-47.372,5.257,1.179,-159.625,
351684968706,351682968706,351.684968706,351.682968706,1768044166.9622495,-0.024,0.09,0.995,0.122,-0.366,-0.61,-39.858,-38.558,-47.619,5.257,1.177,-159.632,
351695222121,351693222121,351.695222121,351.693222121,1768044166.972496,-0.023,0.091,0.995,0.061,-0.427,-0.61,-39.884,-38.584,-47.45,5.258,1.174,-159.638,
351705391536,351703391536,351.705391536,351.703391536,1768044166.9826708,-0.023,0.091,0.995,0.061,-0.427,-0.61,-39.819,-38.506,-47.333,5.259,1.172,-159.645,
351715611702,351713611702,351.715611702,351.713611702,1768044166.9928937,-0.023,0.091,0.995,0.061,-0.427,-0.61,-39.806,-38.493,-47.346,5.259,1.169,-159.652,
351725829825,351723829825,351.725829825,351.723829825,1768044167.0031097,-0.023,0.091,0.995,0.061,-0.427,-0.61,-39.819,-38.506,-47.346,5.26,1.166,-159.658,
351735867993,351733867993,351.735867993,351.733867993,1768044167.013145,-0.023,0.091,0.995,0.061,-0.427,-0.61,-39.832,-38.519,-47.346,5.26,1.164,-159.665,
351746276572,351744276572,351.746276572,351.744276572,1768044167.0235393,-0.023,0.091,0.995,0.0,-0.427,-0.61,-39.832,-38.48,-47.346,5.261,1.161,-159.671,
351756490613,351754490613,351.756490613,351.754490613,1768044167.033757,-0.023,0.091,0.995,0.0,-0.427,-0.61,-39.832,-38.506,-47.346,5.261,1.158,-159.678,
351766866526,351764866526,351.766866526,351.764866526,1768044167.0441387,-0.023,0.091,0.995,0.0,-0.427,-0.61,-39.832,-38.519,-47.346,5.261,1.156,-159.685,
351777108566,351775108566,351.777108566,351.775108566,1768044167.0543618,-0.023,0.091,0.995,0.0,-0.427,-0.61,-39.884,-38.649,-47.502,5.261,1.153,-159.691,
351787145859,351785145859,351.787145859,351.785145859,1768044167.0643947,-0.023,0.091,0.995,0.0,0.0,-0.61,-39.923,-38.701,-47.411,5.261,1.155,-159.698,
351797344441,351795344441,351.797344441,351.795344441,1768044167.0746245,-0.023,0.091,0.995,0.0,0.0,-0.61,-39.858,-38.571,-47.333,5.261,1.157,-159.705,
351807510940,351805510940,351.80751094,351.80551094,1768044167.084789,-0.023,0.091,0.995,0.0,0.0,-0.61,-39.819,-38.506,-47.307,5.26,1.159,-159.712,
351817786813,351815786813,351.817786813,351.815786813,1768044167.095046,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.832,-38.532,-47.333,5.26,1.16,-159.718,
351827980437,351825980437,351.827980437,351.825980437,1768044167.105259,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.845,-38.545,-47.333,5.26,1.162,-159.725,
351838223352,351836223352,351.838223352,351.836223352,1768044167.115495,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.845,-38.532,-47.32,5.26,1.163,-159.731,
351848419601,351846419601,351.848419601,351.846419601,1768044167.1256928,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.845,-38.545,-47.268,5.261,1.164,-159.738,
351858639766,351856639766,351.858639766,351.856639766,1768044167.1359174,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.858,-38.558,-47.242,5.261,1.166,-159.745,
351875100062,351873100062,351.875100062,351.873100062,1768044167.146122,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.988,-38.766,-47.32,5.261,1.167,-159.751,
351882793259,351880793259,351.882793259,351.880793259,1768044167.1572323,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.988,-38.753,-47.294,5.261,1.168,-159.758,
351891296695,351889296695,351.891296695,351.889296695,1768044167.1674452,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.858,-38.61,-47.346,5.261,1.17,-159.765,
351902216269,351900216269,351.902216269,351.900216269,1768044167.1792955,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.819,-38.545,-47.32,5.262,1.171,-159.773,
351912436434,351910436434,351.912436434,351.910436434,1768044167.1895156,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.832,-38.571,-47.294,5.262,1.172,-159.779,
351922551892,351920551892,351.922551892,351.920551892,1768044167.1997285,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.832,-38.558,-47.268,5.262,1.174,-159.787,
351932881431,351930881431,351.932881431,351.930881431,1768044167.209969,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.845,-38.558,-47.281,5.262,1.175,-159.793,
351943089930,351941089930,351.94308993,351.94108993,1768044167.220165,-0.022,0.092,0.995,0.0,0.0,-0.61,-39.845,-38.571,-47.281,5.262,1.176,-159.8,
351953178847,351951178847,351.953178847,351.951178847,1768044167.2303329,-0.021,0.092,0.995,0.0,0.0,-0.61,-39.832,-38.545,-47.268,5.262,1.177,-159.806,
351963533469,351961533469,351.963533469,351.961533469,1768044167.2405963,-0.021,0.092,0.995,0.0,0.0,-0.61,-39.975,-38.727,-47.567,5.263,1.177,-159.814,
351973580094,351971580094,351.973580094,351.971580094,1768044167.2507896,-0.021,0.092,0.995,0.0,0.0,-0.61,-39.91,-38.623,-47.398,5.263,1.178,-159.82,
351983849842,351981849842,351.983849842,351.981849842,1768044167.2610283,-0.021,0.092,0.995,0.0,0.0,-0.61,-39.858,-38.545,-47.333,5.263,1.179,-159.827,
351994511002,351992511002,351.994511002,351.992511002,1768044167.2716122,-0.021,0.092,0.995,0.0,0.0,-0.61,-39.832,-38.519,-47.32,5.263,1.179,-159.834,
352004475962,352002475962,352.004475962,352.002475962,1768044167.2817142,-0.021,0.092,0.995,0.0,0.0,-0.61,-39.793,-38.532,-47.398,5.264,1.18,-159.841,
352014537088,352012537088,352.014537088,352.012537088,1768044167.2918983,-0.021,0.092,0.995,0.0,0.0,-0.61,-39.793,-38.558,-47.463,5.264,1.18,-159.848,
352024562589,352022562589,352.024562589,352.022562589,1768044167.301929,-0.021,0.092,0.995,0.0,0.0,-0.671,-39.793,-38.558,-47.398,5.264,1.181,-159.854,
352034774296,352032774296,352.034774296,352.032774296,1768044167.3121457,-0.021,0.092,0.995,0.0,0.0,-0.671,-39.806,-38.558,-47.346,5.264,1.182,-159.861,
352044821505,352042821505,352.044821505,352.042821505,1768044167.3222008,-0.021,0.092,0.995,0.0,0.0,-0.671,-39.819,-38.571,-47.32,5.264,1.182,-159.868,
352054872505,352052872505,352.054872505,352.052872505,1768044167.332247,-0.021,0.092,0.995,0.0,0.0,-0.671,-39.806,-38.597,-47.541,5.265,1.183,-159.875,
352065195336,352063195336,352.065195336,352.063195336,1768044167.3424919,-0.021,0.092,0.995,0.0,0.0,-0.671,-39.884,-38.688,-47.385,5.265,1.183,-159.882,
352075220670,352073220670,352.07522067,352.07322067,1768044167.3525126,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.871,-38.597,-47.281,5.265,1.184,-159.888,
352085199922,352083199922,352.085199922,352.083199922,1768044167.362548,-0.021,0.091,0.995,0.0,0.0,0.0,-39.819,-38.558,-47.242,5.265,1.184,-159.895,
352095257048,352093257048,352.095257048,352.093257048,1768044167.3726063,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.806,-38.558,-47.268,5.265,1.184,-159.903,
352105457671,352103457671,352.105457671,352.103457671,1768044167.3828077,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.806,-38.571,-47.294,5.265,1.184,-159.909,
352115518589,352113518589,352.115518589,352.113518589,1768044167.3928673,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.806,-38.584,-47.294,5.264,1.185,-159.916,
352125546548,352123546548,352.125546548,352.123546548,1768044167.4028978,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.806,-38.597,-47.281,5.264,1.185,-159.923,
352135770213,352133770213,352.135770213,352.133770213,1768044167.4131212,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.793,-38.597,-47.294,5.264,1.185,-159.93,
352145834630,352143834630,352.14583463,352.14383463,1768044167.4231677,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.806,-38.584,-47.346,5.264,1.185,-159.937,
352155884464,352153884464,352.155884464,352.153884464,1768044167.4332106,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.975,-38.909,-47.372,5.264,1.185,-159.944,
352165912132,352163912132,352.165912132,352.163912132,1768044167.443256,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.845,-38.688,-47.294,5.264,1.186,-159.951,
352176122381,352174122381,352.176122381,352.174122381,1768044167.4534492,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.793,-38.597,-47.255,5.264,1.186,-159.958,
352186171340,352184171340,352.18617134,352.18417134,1768044167.4635248,-0.021,0.091,0.995,0.0,0.0,0.0,-39.78,-38.584,-47.255,5.264,1.186,-159.965,
352196255007,352194255007,352.196255007,352.194255007,1768044167.4735696,-0.021,0.091,0.995,0.0,0.0,-0.671,-39.78,-38.61,-47.281,5.264,1.186,-159.973,
352206425589,352204425589,352.206425589,352.204425589,1768044167.4837832,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.793,-38.61,-47.307,5.263,1.186,-159.98,
352216579255,352214579255,352.216579255,352.214579255,1768044167.4938543,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.793,-38.623,-47.294,5.263,1.186,-159.987,
352226535466,352224535466,352.226535466,352.224535466,1768044167.5038874,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.806,-38.623,-47.307,5.262,1.187,-159.994,
352236752131,352234752131,352.236752131,352.234752131,1768044167.5141041,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.819,-38.623,-47.294,5.261,1.187,-160.001,
352246856798,352244856798,352.246856798,352.244856798,1768044167.5241518,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.949,-38.857,-47.437,5.261,1.187,-160.008,
352256831674,352254831674,352.256831674,352.254831674,1768044167.5341852,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.897,-38.675,-47.32,5.26,1.187,-160.015,
352267049506,352265049506,352.267049506,352.265049506,1768044167.5444036,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.806,-38.597,-47.281,5.26,1.187,-160.022,
352277133173,352275133173,352.277133173,352.275133173,1768044167.554487,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.793,-38.558,-47.294,5.259,1.187,-160.03,
352287126424,352285126424,352.287126424,352.285126424,1768044167.5644877,-0.021,0.09,0.995,0.0,0.0,0.0,-39.806,-38.597,-47.307,5.258,1.187,-160.037,
352297348923,352295348923,352.297348923,352.295348923,1768044167.5747056,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.806,-38.623,-47.307,5.258,1.187,-160.044,
352307414507,352305414507,352.307414507,352.305414507,1768044167.5847545,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.793,-38.623,-47.294,5.257,1.187,-160.051,
352317448008,352315448008,352.317448008,352.315448008,1768044167.594802,-0.021,0.09,0.995,0.0,0.0,-0.671,-39.819,-38.61,-47.307,5.257,1.187,-160.059,
352327509800,352325509800,352.3275098,352.3255098,1768044167.6048658,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.806,-38.623,-47.307,5.256,1.187,-160.066,
352337712465,352335712465,352.337712465,352.335712465,1768044167.6150618,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.858,-38.675,-47.515,5.255,1.187,-160.073,
352347774841,352345774841,352.347774841,352.345774841,1768044167.6251183,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.819,-38.649,-47.372,5.254,1.188,-160.08,
352357984215,352355984215,352.357984215,352.355984215,1768044167.6353326,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.78,-38.61,-47.294,5.253,1.188,-160.087,
352368013632,352366013632,352.368013632,352.366013632,1768044167.6453655,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.754,-38.584,-47.294,5.252,1.188,-160.094,
352378064633,352376064633,352.378064633,352.376064633,1768044167.6554124,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.767,-38.61,-47.32,5.251,1.188,-160.101,
352388269048,352386269048,352.388269048,352.386269048,1768044167.665625,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.754,-38.649,-47.32,5.25,1.188,-160.109,
352398318299,352396318299,352.398318299,352.396318299,1768044167.675673,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.754,-38.623,-47.307,5.249,1.188,-160.116,
352408382133,352406382133,352.408382133,352.406382133,1768044167.6857324,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.754,-38.636,-47.32,5.248,1.189,-160.123,
352418575757,352416575757,352.418575757,352.416575757,1768044167.6959305,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.78,-38.636,-47.32,5.247,1.189,-160.131,
352428655924,352426655924,352.428655924,352.426655924,1768044167.7059958,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.845,-38.805,-47.463,5.246,1.189,-160.138,
352438676008,352436676008,352.438676008,352.436676008,1768044167.7160265,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.858,-38.792,-47.372,5.245,1.189,-160.145,
352448720009,352446720009,352.448720009,352.446720009,1768044167.7260711,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.793,-38.675,-47.307,5.244,1.189,-160.152,
352458947466,352456947466,352.458947466,352.456947466,1768044167.7362971,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.754,-38.623,-47.268,5.243,1.19,-160.159,
352468992633,352466992633,352.468992633,352.466992633,1768044167.74635,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.754,-38.623,-47.32,5.242,1.19,-160.166,
352479058217,352477058217,352.479058217,352.477058217,1768044167.756387,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.754,-38.636,-47.32,5.241,1.19,-160.174,
352489258841,352487258841,352.489258841,352.487258841,1768044167.766614,-0.021,0.089,0.995,0.0,0.0,0.0,-39.741,-38.636,-47.333,5.24,1.191,-160.181,
352499295258,352497295258,352.499295258,352.497295258,1768044167.776649,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.754,-38.636,-47.32,5.239,1.191,-160.189,
352509293176,352507293176,352.509293176,352.507293176,1768044167.7866473,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.793,-38.649,-47.32,5.237,1.192,-160.196,
352519565841,352517565841,352.519565841,352.517565841,1768044167.796919,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.897,-38.857,-47.398,5.236,1.192,-160.203,
352529686841,352527686841,352.529686841,352.527686841,1768044167.806974,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.91,-38.857,-47.398,5.235,1.193,-160.211,
352539659093,352537659093,352.539659093,352.537659093,1768044167.8170145,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.793,-38.701,-47.32,5.234,1.193,-160.218,
352549703093,352547703093,352.549703093,352.547703093,1768044167.827057,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.741,-38.636,-47.32,5.233,1.194,-160.225,
352559925300,352557925300,352.5599253,352.5579253,1768044167.837283,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.767,-38.636,-47.32,5.232,1.194,-160.232,
352569979509,352567979509,352.569979509,352.567979509,1768044167.8473303,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.754,-38.649,-47.333,5.231,1.194,-160.239,
352580062593,352578062593,352.580062593,352.578062593,1768044167.857377,-0.021,0.089,0.995,0.0,0.0,-0.671,-39.741,-38.662,-47.333,5.23,1.195,-160.246,
352590142176,352588142176,352.590142176,352.588142176,1768044167.8674843,-0.022,0.089,0.996,0.0,0.0,-0.671,-39.728,-38.649,-47.359,5.228,1.195,-160.254,
352600288259,352598288259,352.600288259,352.598288259,1768044167.877639,-0.022,0.089,0.996,0.0,0.0,-0.671,-39.754,-38.662,-47.359,5.227,1.196,-160.262,
352610343052,352608343052,352.610343052,352.608343052,1768044167.8876843,-0.022,0.089,0.996,0.0,0.0,-0.671,-39.819,-38.74,-47.476,5.226,1.197,-160.269,
352620541050,352618541050,352.62054105,352.61854105,1768044167.897897,-0.022,0.089,0.996,0.0,0.0,-0.671,-39.845,-38.766,-47.502,5.225,1.198,-160.276,
352630601968,352628601968,352.630601968,352.628601968,1768044167.9079428,-0.022,0.089,0.996,0.0,0.0,-0.671,-39.767,-38.688,-47.385,5.224,1.198,-160.283,
352640597261,352638597261,352.640597261,352.638597261,1768044167.9179482,-0.022,0.089,0.996,0.0,0.0,-0.671,-39.754,-38.649,-47.32,5.223,1.199,-160.29,
352650684428,352648684428,352.650684428,352.648684428,1768044167.9280353,-0.022,0.089,0.996,0.0,0.0,-0.671,-39.715,-38.636,-47.333,5.222,1.2,-160.297,
352660934926,352658934926,352.660934926,352.658934926,1768044167.9382515,-0.022,0.089,0.996,0.0,0.0,-0.671,-39.728,-38.636,-47.346,5.221,1.201,-160.304,
352670976593,352668976593,352.670976593,352.668976593,1768044167.9482949,-0.022,0.089,0.996,0.0,0.0,-0.671,-39.728,-38.662,-47.359,5.22,1.201,-160.311,
352681006594,352679006594,352.681006594,352.679006594,1768044167.9583468,-0.022,0.089,0.996,0.0,0.0,-0.671,-39.741,-38.662,-47.359,5.219,1.202,-160.318,
