MonoNS,EstNS,MonoS,EstS,SensorID,Src,East_Vel(m_s),North_Vel(m_s),Up_Vel(m_s)
3470534064840,3470484064840,3470.53406484,3470.48406484,DVL_H1000,BI,-0.023,0.004,0.0
3471515722563,3471465722563,3471.515722563,3471.465722563,DVL_H1000,BI,-0.034,0.0,0.0
3472515360148,3472465360148,3472.515360148,3472.465360148,DVL_H1000,BI,-0.051,0.0,0.0
3473515088982,3473465088982,3473.515088982,3473.465088982,DVL_H1000,BI,-0.029,0.003,0.004
3474496845579,3474446845579,3474.496845579,3474.446845579,DVL_H1000,BI,-0.055,0.05,0.003
3475496844826,3475446844826,3475.496844826,3475.446844826,DVL_H1000,BI,-0.043,0.007,0.0
3476496727991,3476446727991,3476.496727991,3476.446727991,DVL_H1000,BI,-0.048,0.001,0.0
3477479179621,3477429179621,3477.479179621,3477.429179621,DVL_H1000,BI,-0.044,0.003,0.003
3478478494627,3478428494627,3478.478494627,3478.428494627,DVL_H1000,BI,-0.045,0.004,0.007
3479478782329,3479428782329,3479.478782329,3479.428782329,DVL_H1000,BI,-0.039,0.009,0.0
3480461735911,3480411735911,3480.461735911,3480.411735911,DVL_H1000,BI,-0.037,0.004,0.0
3481461027292,3481411027292,3481.461027292,3481.411027292,DVL_H1000,BI,-0.031,0.006,0.0
3482461060080,3482411060080,3482.46106008,3482.41106008,DVL_H1000,BI,-0.032,0.0,0.0
3483443469419,3483393469419,3483.443469419,3483.393469419,DVL_H1000,BI,-0.029,0.003,0.0
3484442892340,3484392892340,3484.44289234,3484.39289234,DVL_H1000,BI,-0.031,0.009,0.0
3485443512871,3485393512871,3485.443512871,3485.393512871,DVL_H1000,BI,-0.037,0.005,0.0
3486426168081,3486376168081,3486.426168081,3486.376168081,DVL_H1000,BI,-0.005,-0.063,0.0
3488425431918,3488375431918,3488.425431918,3488.375431918,DVL_H1000,BI,0.0,0.011,0.003
3489406841436,3489356841436,3489.406841436,3489.356841436,DVL_H1000,BI,0.0,-0.011,0.0
3490406779434,3490356779434,3490.406779434,3490.356779434,DVL_H1000,BI,0.0,0.011,0.0
3494387112540,3494337112540,3494.38711254,3494.33711254,DVL_H1000,BI,0.011,0.001,0.0
3496369728290,3496319728290,3496.36972829,3496.31972829,DVL_H1000,BI,0.093,0.002,-0.003
3497369686121,3497319686121,3497.369686121,3497.319686121,DVL_H1000,BI,0.24,0.026,0.0
3498351058014,3498301058014,3498.351058014,3498.301058014,DVL_H1000,BI,0.365,0.016,-0.006
3498357548101,3498307548101,3498.357548101,3498.307548101,DVL_H1000,BE,0.332,0.148,0.003
3499350397269,3499300397269,3499.350397269,3499.300397269,DVL_H1000,BI,0.422,0.014,-0.007
3500350868136,3500300868136,3500.350868136,3500.300868136,DVL_H1000,BI,0.444,0.0,-0.003
3500356743689,3500306743689,3500.356743689,3500.306743689,DVL_H1000,BE,0.415,0.131,0.002
3501333476555,3501283476555,3501.333476555,3501.283476555,DVL_H1000,BI,0.461,0.008,-0.007
3502333067474,3502283067474,3502.333067474,3502.283067474,DVL_H1000,BI,0.449,0.0,-0.019
3502338945652,3502288945652,3502.338945652,3502.288945652,DVL_H1000,BE,0.434,0.071,0.0
3503332642935,3503282642935,3503.332642935,3503.282642935,DVL_H1000,BI,0.463,0.013,0.008
3504315520685,3504265520685,3504.315520685,3504.265520685,DVL_H1000,BI,0.462,0.009,0.005
3504322279101,3504272279101,3504.322279101,3504.272279101,DVL_H1000,BE,0.419,0.158,0.026
3505315231560,3505265231560,3505.31523156,3505.26523156,DVL_H1000,BI,0.459,0.0,-0.012
3506315544637,3506265544637,3506.315544637,3506.265544637,DVL_H1000,BI,0.456,0.0,0.002
3506321278442,3506271278442,3506.321278442,3506.271278442,DVL_H1000,BE,0.433,0.15,0.009
3507298224639,3507248224639,3507.298224639,3507.248224639,DVL_H1000,BI,0.467,0.015,0.006
3507304007443,3507254007443,3507.304007443,3507.254007443,DVL_H1000,BE,0.443,0.15,0.004
3508297231357,3508247231357,3508.297231357,3508.247231357,DVL_H1000,BI,0.462,0.005,-0.019
3508303809818,3508253809818,3508.303809818,3508.253809818,DVL_H1000,BE,0.423,0.185,0.008
3509297484351,3509247484351,3509.297484351,3509.247484351,DVL_H1000,BI,0.446,0.014,-0.009
3509302582622,3509252582622,3509.302582622,3509.252582622,DVL_H1000,BE,0.331,0.291,0.0
3510280462141,3510230462141,3510.280462141,3510.230462141,DVL_H1000,BI,0.214,0.006,-0.003
3510286246695,3510236246695,3510.286246695,3510.236246695,DVL_H1000,BE,0.178,0.13,0.008
3511280853758,3511230853758,3511.280853758,3511.230853758,DVL_H1000,BI,0.123,0.008,0.007
3512281146127,3512231146127,3512.281146127,3512.231146127,DVL_H1000,BI,-0.005,-0.049,0.0
3513261102246,3513211102246,3513.261102246,3513.211102246,DVL_H1000,BI,-0.038,0.002,0.004
3514260639790,3514210639790,3514.26063979,3514.21063979,DVL_H1000,BI,-0.074,0.007,0.0
3515260049003,3515210049003,3515.260049003,3515.210049003,DVL_H1000,BI,-0.098,0.0,0.005
3516241688060,3516191688060,3516.24168806,3516.19168806,DVL_H1000,BI,-0.124,0.053,-0.002
3517241266437,3517191266437,3517.241266437,3517.191266437,DVL_H1000,BI,-0.077,0.009,0.0
3518242095257,3518192095257,3518.242095257,3518.192095257,DVL_H1000,BI,-0.038,0.007,0.0
3519223762897,3519173762897,3519.223762897,3519.173762897,DVL_H1000,BI,-0.024,0.001,0.0
3520223596479,3520173596479,3520.223596479,3520.173596479,DVL_H1000,BI,-0.028,0.0,0.0
3522206622516,3522156622516,3522.206622516,3522.156622516,DVL_H1000,BI,-0.027,0.004,0.0
3523204555914,3523154555914,3523.204555914,3523.154555914,DVL_H1000,BI,-0.052,0.004,-0.01
3524205643648,3524155643648,3524.205643648,3524.155643648,DVL_H1000,BI,-0.046,0.009,0.0
3525184086368,3525134086368,3525.184086368,3525.134086368,DVL_H1000,BI,0.0,-0.11,-0.003
3526187162369,3526137162369,3526.187162369,3526.137162369,DVL_H1000,BI,-0.026,0.003,0.0
3527187186991,3527137186991,3527.187186991,3527.137186991,DVL_H1000,BI,-0.018,0.007,-0.002
3528169433290,3528119433290,3528.16943329,3528.11943329,DVL_H1000,BI,-0.014,0.003,0.0
3529169181416,3529119181416,3529.169181416,3529.119181416,DVL_H1000,BI,-0.019,0.007,0.003
3530168632045,3530118632045,3530.168632045,3530.118632045,DVL_H1000,BI,0.071,0.007,0.0
3531151122174,3531101122174,3531.151122174,3531.101122174,DVL_H1000,BI,0.156,0.026,0.0
3532150707260,3532100707260,3532.15070726,3532.10070726,DVL_H1000,BI,0.28,0.024,0.002
3533150361178,3533100361178,3533.150361178,3533.100361178,DVL_H1000,BI,0.322,0.013,0.0
3534128667692,3534078667692,3534.128667692,3534.078667692,DVL_H1000,BI,0.348,0.0,0.0
3535132961386,3535082961386,3535.132961386,3535.082961386,DVL_H1000,BI,0.359,0.005,0.0
3536131071365,3536081071365,3536.131071365,3536.081071365,DVL_H1000,BI,0.353,0.007,-0.01
3537113690409,3537063690409,3537.113690409,3537.063690409,DVL_H1000,BI,0.366,0.003,-0.015
3538112928416,3538062928416,3538.112928416,3538.062928416,DVL_H1000,BI,0.375,0.0,0.0
3539113102661,3539063102661,3539.113102661,3539.063102661,DVL_H1000,BI,0.203,0.01,-0.006
3540095964661,3540045964661,3540.095964661,3540.045964661,DVL_H1000,BI,0.101,0.01,-0.004
3541095567246,3541045567246,3541.095567246,3541.045567246,DVL_H1000,BI,-0.012,0.003,0.0
3542095590702,3542045590702,3542.095590702,3542.045590702,DVL_H1000,BI,-0.05,0.005,0.0
3543076751722,3543026751722,3543.076751722,3543.026751722,DVL_H1000,BI,-0.085,0.007,0.005
3544076425182,3544026425182,3544.076425182,3544.026425182,DVL_H1000,BI,-0.251,0.063,0.0
3545075756812,3545025756812,3545.075756812,3545.025756812,DVL_H1000,BI,-0.317,0.08,-0.005
3546059001182,3546009001182,3546.059001182,3546.009001182,DVL_H1000,BI,-0.353,0.092,-0.003
3547057976109,3547007976109,3547.057976109,3547.007976109,DVL_H1000,BI,-0.375,0.098,0.0
3548057674360,3548007674360,3548.05767436,3548.00767436,DVL_H1000,BI,-0.382,0.109,0.0
3548064333320,3548014333320,3548.06433332,3548.01433332,DVL_H1000,BE,-0.149,0.369,0.003
3549040580109,3548990580109,3549.040580109,3548.990580109,DVL_H1000,BI,-0.397,0.112,0.003
3549045983459,3548995983459,3549.045983459,3548.995983459,DVL_H1000,BS,-0.397,0.112,0.003
3550040494774,3549990494774,3550.040494774,3549.990494774,DVL_H1000,BI,-0.388,0.095,0.003
3550046325411,3549996325411,3550.046325411,3549.996325411,DVL_H1000,BE,-0.268,0.296,0.007
3551040463355,3550990463355,3551.040463355,3550.990463355,DVL_H1000,BI,-0.189,0.063,0.0
3552023194981,3551973194981,3552.023194981,3551.973194981,DVL_H1000,BI,0.09,0.004,0.003
3553022225615,3552972225615,3553.022225615,3552.972225615,DVL_H1000,BI,0.182,0.09,-0.007
3554021373206,3553971373206,3554.021373206,3553.971373206,DVL_H1000,BI,0.241,0.041,0.0
3555004650243,3554954650243,3555.004650243,3554.954650243,DVL_H1000,BI,0.29,0.029,0.005
3556004183371,3555954183371,3556.004183371,3555.954183371,DVL_H1000,BI,0.311,0.018,0.0
3557004027453,3556954027453,3557.004027453,3556.954027453,DVL_H1000,BI,0.339,0.026,-0.002
3557986198795,3557936198795,3557.986198795,3557.936198795,DVL_H1000,BI,0.348,0.026,-0.009
3558985804005,3558935804005,3558.985804005,3558.935804005,DVL_H1000,BI,0.333,0.02,0.003
3558992387716,3558942387716,3558.992387716,3558.942387716,DVL_H1000,BE,0.298,0.14,0.002
3559986154415,3559936154415,3559.986154415,3559.936154415,DVL_H1000,BI,0.345,0.011,0.004
3560969177454,3560919177454,3560.969177454,3560.919177454,DVL_H1000,BI,0.341,0.011,-0.01
3560974973966,3560924973966,3560.974973966,3560.924973966,DVL_H1000,BE,0.278,0.199,0.002
3561968371170,3561918371170,3561.96837117,3561.91837117,DVL_H1000,BI,0.351,0.007,-0.008
3562968079045,3562918079045,3562.968079045,3562.918079045,DVL_H1000,BI,0.349,0.013,0.0
3562974745005,3562924745005,3562.974745005,3562.924745005,DVL_H1000,BE,0.188,0.293,0.004
3563950827005,3563900827005,3563.950827005,3563.900827005,DVL_H1000,BI,0.347,0.016,-0.004
3563957503173,3563907503173,3563.957503173,3563.907503173,DVL_H1000,BE,0.198,0.285,0.0
3564950683046,3564900683046,3564.950683046,3564.900683046,DVL_H1000,BI,0.145,0.019,0.0
3565950735084,3565900735084,3565.950735084,3565.900735084,DVL_H1000,BI,0.109,0.044,0.0
3566932180184,3566882180184,3566.932180184,3566.882180184,DVL_H1000,BI,0.082,0.006,0.0
3567931523190,3567881523190,3567.93152319,3567.88152319,DVL_H1000,BI,0.046,0.0,0.0
3568931928724,3568881928724,3568.931928724,3568.881928724,DVL_H1000,BI,0.01,0.0,0.0
3569914091607,3569864091607,3569.914091607,3569.864091607,DVL_H1000,BI,-0.01,0.012,-0.003
3570913645776,3570863645776,3570.913645776,3570.863645776,DVL_H1000,BI,-0.038,0.018,0.0
3571913467109,3571863467109,3571.913467109,3571.863467109,DVL_H1000,BI,-0.036,0.006,0.0
3572894679171,3572844679171,3572.894679171,3572.844679171,DVL_H1000,BI,-0.032,0.009,0.004
3574894771747,3574844771747,3574.894771747,3574.844771747,DVL_H1000,BI,0.098,0.003,0.0
3575876431762,3575826431762,3575.876431762,3575.826431762,DVL_H1000,BI,0.252,0.019,0.0
3575882206983,3575832206983,3575.882206983,3575.832206983,DVL_H1000,BE,0.126,0.215,0.0
3576875758726,3576825758726,3576.875758726,3576.825758726,DVL_H1000,BI,0.381,0.0,0.0
3576881696986,3576831696986,3576.881696986,3576.831696986,DVL_H1000,BE,0.168,0.341,0.004
3577875722682,3577825722682,3577.875722682,3577.825722682,DVL_H1000,BI,0.429,0.026,0.0
3577882093478,3577832093478,3577.882093478,3577.832093478,DVL_H1000,BE,0.308,0.296,0.006
3578858104312,3578808104312,3578.858104312,3578.808104312,DVL_H1000,BI,0.444,0.006,0.0
3579857952811,3579807952811,3579.857952811,3579.807952811,DVL_H1000,BI,0.446,0.0,-0.005
3579863929863,3579813929863,3579.863929863,3579.813929863,DVL_H1000,BE,0.392,0.195,0.0
3580858005725,3580808005725,3580.858005725,3580.808005725,DVL_H1000,BI,0.445,0.009,0.0
3580864066775,3580814066775,3580.864066775,3580.814066775,DVL_H1000,BE,0.416,0.082,0.009
3581840817517,3581790817517,3581.840817517,3581.790817517,DVL_H1000,BI,0.432,0.0,-0.003
3581846761319,3581796761319,3581.846761319,3581.796761319,DVL_H1000,BE,0.406,0.105,0.014
3582839963941,3582789963941,3582.839963941,3582.789963941,DVL_H1000,BI,0.425,0.0,-0.007
3582846537152,3582796537152,3582.846537152,3582.796537152,DVL_H1000,BE,0.368,0.162,0.046
3583840024438,3583790024438,3583.840024438,3583.790024438,DVL_H1000,BI,0.196,0.01,-0.002
3584822937770,3584772937770,3584.82293777,3584.77293777,DVL_H1000,BI,0.113,0.013,-0.003
3585822524897,3585772524897,3585.822524897,3585.772524897,DVL_H1000,BI,0.096,0.024,0.0
3586822659768,3586772659768,3586.822659768,3586.772659768,DVL_H1000,BI,0.174,0.0,0.0
3587804795818,3587754795818,3587.804795818,3587.754795818,DVL_H1000,BI,0.279,0.0,0.003
3588804599651,3588754599651,3588.804599651,3588.754599651,DVL_H1000,BI,0.318,0.008,0.005
3588811190362,3588761190362,3588.811190362,3588.761190362,DVL_H1000,BE,0.267,0.173,0.004
3589805026768,3589755026768,3589.805026768,3589.755026768,DVL_H1000,BI,0.15,0.011,0.0
3592785731872,3592735731872,3592.785731872,3592.735731872,DVL_H1000,BI,0.04,-0.013,0.0
3594766331814,3594716331814,3594.766331814,3594.716331814,DVL_H1000,BI,-0.021,0.002,0.0
3595766695057,3595716695057,3595.766695057,3595.716695057,DVL_H1000,BI,-0.03,0.006,0.0
3596746481761,3596696481761,3596.746481761,3596.696481761,DVL_H1000,BI,-0.038,0.006,0.0
3597745206149,3597695206149,3597.745206149,3597.695206149,DVL_H1000,BI,-0.068,0.006,0.0
3598744803484,3598694803484,3598.744803484,3598.694803484,DVL_H1000,BI,-0.076,0.007,0.002
3599726365250,3599676365250,3599.72636525,3599.67636525,DVL_H1000,BI,-0.066,0.025,-0.002
3600725959085,3600675959085,3600.725959085,3600.675959085,DVL_H1000,BI,-0.049,0.048,0.004
3601725008886,3601675008886,3601.725008886,3601.675008886,DVL_H1000,BI,-0.037,0.064,-0.005
3602707431058,3602657431058,3602.707431058,3602.657431058,DVL_H1000,BI,-0.037,0.066,-0.004
3603706841146,3603656841146,3603.706841146,3603.656841146,DVL_H1000,BI,-0.021,0.003,0.0
3604707256304,3604657256304,3604.707256304,3604.657256304,DVL_H1000,BI,0.075,0.005,0.0
3605689751684,3605639751684,3605.689751684,3605.639751684,DVL_H1000,BI,0.24,0.036,0.007
3606689564267,3606639564267,3606.689564267,3606.639564267,DVL_H1000,BI,0.283,0.018,0.0
3607689309184,3607639309184,3607.689309184,3607.639309184,DVL_H1000,BI,0.303,0.03,-0.009
3608671985977,3608621985977,3608.671985977,3608.621985977,DVL_H1000,BI,0.313,0.012,-0.008
3609672851131,3609622851131,3609.672851131,3609.622851131,DVL_H1000,BI,0.32,0.005,0.0
3610671874473,3610621874473,3610.671874473,3610.621874473,DVL_H1000,BI,0.347,0.007,-0.013
3610677799609,3610627799609,3610.677799609,3610.627799609,DVL_H1000,BE,0.32,0.131,0.003
3611654636724,3611604636724,3611.654636724,3611.604636724,DVL_H1000,BI,0.357,0.02,0.005
3611660523943,3611610523943,3611.660523943,3611.610523943,DVL_H1000,BE,0.207,0.267,0.019
3612653831981,3612603831981,3612.653831981,3612.603831981,DVL_H1000,BI,0.203,0.018,0.0
3613653892228,3613603892228,3613.653892228,3613.603892228,DVL_H1000,BI,0.226,0.014,-0.003
3613660491688,3613610491688,3613.660491688,3613.610491688,DVL_H1000,BE,0.177,0.14,0.002
3614637113556,3614587113556,3614.637113556,3614.587113556,DVL_H1000,BI,0.335,0.019,0.006
3615636216523,3615586216523,3615.636216523,3615.586216523,DVL_H1000,BI,0.185,0.009,-0.003
3615642172866,3615592172866,3615.642172866,3615.592172866,DVL_H1000,BE,0.105,0.147,0.008
3616636358102,3616586358102,3616.636358102,3616.586358102,DVL_H1000,BI,0.114,0.012,0.0
3617618469652,3617568469652,3617.618469652,3617.568469652,DVL_H1000,BI,0.053,0.009,0.0
3619618711644,3619568711644,3619.618711644,3619.568711644,DVL_H1000,BI,-0.03,0.001,-0.005
3620601431312,3620551431312,3620.601431312,3620.551431312,DVL_H1000,BI,-0.051,0.034,0.006
3621600734068,3621550734068,3621.600734068,3621.550734068,DVL_H1000,BI,-0.05,0.063,-0.005
3622597341857,3622547341857,3622.597341857,3622.547341857,DVL_H1000,BI,-0.06,0.069,0.0
3622605741462,3622555741462,3622.605741462,3622.555741462,DVL_H1000,BE,-0.133,0.119,0.001
3623583278027,3623533278027,3623.583278027,3623.533278027,DVL_H1000,BI,-0.047,0.072,-0.005
3624583104610,3624533104610,3624.58310461,3624.53310461,DVL_H1000,BI,-0.026,0.026,0.003
3626565786984,3626515786984,3626.565786984,3626.515786984,DVL_H1000,BI,0.016,0.007,0.004
3627565140781,3627515140781,3627.565140781,3627.515140781,DVL_H1000,BI,0.023,0.005,0.0
3628565119028,3628515119028,3628.565119028,3628.515119028,DVL_H1000,BI,0.005,0.03,0.005
3629548261025,3629498261025,3629.548261025,3629.498261025,DVL_H1000,BI,-0.007,0.017,0.0
3630547762695,3630497762695,3630.547762695,3630.497762695,DVL_H1000,BI,-0.023,0.003,0.0
3631547760484,3631497760484,3631.547760484,3631.497760484,DVL_H1000,BI,-0.028,0.003,0.0
3632531017395,3632481017395,3632.531017395,3632.481017395,DVL_H1000,BI,0.069,0.004,0.0
3633529653659,3633479653659,3633.529653659,3633.479653659,DVL_H1000,BI,0.236,0.042,0.0
3634530200941,3634480200941,3634.530200941,3634.480200941,DVL_H1000,BI,0.295,0.007,0.004
3635511838831,3635461838831,3635.511838831,3635.461838831,DVL_H1000,BI,0.333,0.01,0.004
3636511350709,3636461350709,3636.511350709,3636.461350709,DVL_H1000,BI,0.316,0.015,-0.011
3636517302678,3636467302678,3636.517302678,3636.467302678,DVL_H1000,BE,0.268,0.167,0.004
3637511462538,3637461462538,3637.511462538,3637.461462538,DVL_H1000,BI,0.141,0.025,0.006
3638493512840,3638443512840,3638.49351284,3638.44351284,DVL_H1000,BI,0.099,0.009,0.0
3639493723543,3639443723543,3639.493723543,3639.443723543,DVL_H1000,BI,0.055,0.006,0.0
3640493662999,3640443662999,3640.493662999,3640.443662999,DVL_H1000,BI,0.015,0.004,0.0
3641475183349,3641425183349,3641.475183349,3641.425183349,DVL_H1000,BI,-0.024,0.016,0.0
3643474512476,3643424512476,3643.474512476,3643.424512476,DVL_H1000,BI,0.191,0.021,0.003
3644457348518,3644407348518,3644.457348518,3644.407348518,DVL_H1000,BI,0.268,0.018,0.003
3645457257058,3645407257058,3645.457257058,3645.407257058,DVL_H1000,BI,0.39,0.059,0.0
3646457206723,3646407206723,3646.457206723,3646.407206723,DVL_H1000,BI,0.439,0.025,0.002
3646462991568,3646412991568,3646.462991568,3646.412991568,DVL_H1000,BE,0.162,0.405,0.004
3647439649019,3647389649019,3647.439649019,3647.389649019,DVL_H1000,BI,0.447,0.024,-0.002
3647446154273,3647396154273,3647.446154273,3647.396154273,DVL_H1000,BE,0.213,0.376,0.023
3648438938650,3648388938650,3648.43893865,3648.38893865,DVL_H1000,BI,0.44,0.014,0.0
3648445498153,3648395498153,3648.445498153,3648.395498153,DVL_H1000,BE,0.238,0.343,0.042
3649439974760,3649389974760,3649.43997476,3649.38997476,DVL_H1000,BI,0.433,0.017,0.0
3650422405223,3650372405223,3650.422405223,3650.372405223,DVL_H1000,BI,0.43,0.017,-0.004
3650428053570,3650378053570,3650.42805357,3650.37805357,DVL_H1000,BE,0.344,0.262,0.002
3651421669521,3651371669521,3651.421669521,3651.371669521,DVL_H1000,BI,0.199,0.005,-0.005
3651427461075,3651377461075,3651.427461075,3651.377461075,DVL_H1000,BE,0.173,0.124,0.0
3652421310064,3652371310064,3652.421310064,3652.371310064,DVL_H1000,BI,0.172,0.006,0.008
3653404082482,3653354082482,3653.404082482,3653.354082482,DVL_H1000,BI,0.306,0.002,0.007
3654403965939,3654353965939,3654.403965939,3654.353965939,DVL_H1000,BI,0.326,0.004,0.0
3655404032560,3655354032560,3655.40403256,3655.35403256,DVL_H1000,BI,0.334,0.018,0.0
3655409952737,3655359952737,3655.409952737,3655.359952737,DVL_H1000,BE,0.311,0.103,0.009
3656385694075,3656335694075,3656.385694075,3656.335694075,DVL_H1000,BI,0.342,0.013,-0.009
3656391539003,3656341539003,3656.391539003,3656.341539003,DVL_H1000,BE,0.312,0.139,0.002
3657384853249,3657334853249,3657.384853249,3657.334853249,DVL_H1000,BI,0.191,0.012,-0.011
3658384820413,3658334820413,3658.384820413,3658.334820413,DVL_H1000,BI,0.099,0.001,0.0
3659367928285,3659317928285,3659.367928285,3659.317928285,DVL_H1000,BI,0.078,0.006,0.006
3660367313581,3660317313581,3660.367313581,3660.317313581,DVL_H1000,BI,0.05,0.0,0.0
3661367489660,3661317489660,3661.36748966,3661.31748966,DVL_H1000,BI,0.016,0.007,0.0
3663348247891,3663298247891,3663.348247891,3663.298247891,DVL_H1000,BI,-0.016,0.004,0.0
3665329439658,3665279439658,3665.329439658,3665.279439658,DVL_H1000,BI,0.067,0.005,0.002
3666329306491,3666279306491,3666.329306491,3666.279306491,DVL_H1000,BI,0.118,0.013,0.0
3667328640746,3667278640746,3667.328640746,3667.278640746,DVL_H1000,BI,0.142,0.013,0.0
3668311190958,3668261190958,3668.311190958,3668.261190958,DVL_H1000,BI,0.08,0.006,0.003
3669311224038,3669261224038,3669.311224038,3669.261224038,DVL_H1000,BI,0.059,0.002,0.003
3670310547460,3670260547460,3670.31054746,3670.26054746,DVL_H1000,BI,0.047,0.006,0.0
3671291891062,3671241891062,3671.291891062,3671.241891062,DVL_H1000,BI,0.029,0.003,0.0
3672291277567,3672241277567,3672.291277567,3672.241277567,DVL_H1000,BI,0.011,0.006,0.002
3675271750799,3675221750799,3675.271750799,3675.221750799,DVL_H1000,BI,-0.017,0.0,0.0
3676271979877,3676221979877,3676.271979877,3676.221979877,DVL_H1000,BI,-0.028,0.008,0.0
3677253014899,3677203014899,3677.253014899,3677.203014899,DVL_H1000,BI,-0.04,0.002,0.0
3678252719275,3678202719275,3678.252719275,3678.202719275,DVL_H1000,BI,-0.048,0.001,0.002
3679253326848,3679203326848,3679.253326848,3679.203326848,DVL_H1000,BI,-0.051,0.008,0.0
3680233627796,3680183627796,3680.233627796,3680.183627796,DVL_H1000,BI,0.032,0.002,0.0
3681233301547,3681183301547,3681.233301547,3681.183301547,DVL_H1000,BI,0.089,0.009,0.002
3682231909561,3682181909561,3682.231909561,3682.181909561,DVL_H1000,BI,0.115,0.002,0.0
3683213645241,3683163645241,3683.213645241,3683.163645241,DVL_H1000,BI,0.134,0.005,0.0
3684213583823,3684163583823,3684.213583823,3684.163583823,DVL_H1000,BI,0.15,0.014,0.002
3685212579166,3685162579166,3685.212579166,3685.162579166,DVL_H1000,BI,0.265,0.0,0.0
3686194595926,3686144595926,3686.194595926,3686.144595926,DVL_H1000,BI,0.143,0.007,0.004
3688193617766,3688143617766,3688.193617766,3688.143617766,DVL_H1000,BI,0.051,0.0,0.0
3689174642871,3689124642871,3689.174642871,3689.124642871,DVL_H1000,BI,0.017,0.006,0.003
3690174152125,3690124152125,3690.174152125,3690.124152125,DVL_H1000,BI,-0.014,0.007,0.0
3691174090414,3691124090414,3691.174090414,3691.124090414,DVL_H1000,BI,-0.043,0.029,0.0
3692155192227,3692105192227,3692.155192227,3692.105192227,DVL_H1000,BI,-0.059,0.048,0.0
3693154953186,3693104953186,3693.154953186,3693.104953186,DVL_H1000,BI,-0.063,0.07,0.0
3694154373482,3694104373482,3694.154373482,3694.104373482,DVL_H1000,BI,-0.039,0.032,0.007
3695137194940,3695087194940,3695.13719494,3695.08719494,DVL_H1000,BI,-0.026,0.002,0.0
3696136762818,3696086762818,3696.136762818,3696.086762818,DVL_H1000,BI,0.076,0.004,0.0
3697135370541,3697085370541,3697.135370541,3697.085370541,DVL_H1000,BI,0.229,0.03,-0.01
3698117338593,3698067338593,3698.117338593,3698.067338593,DVL_H1000,BI,0.282,0.004,0.008
3699117042386,3699067042386,3699.117042386,3699.067042386,DVL_H1000,BI,0.31,0.003,0.006
3699122842398,3699072842398,3699.122842398,3699.072842398,DVL_H1000,BE,0.181,0.244,0.003
3700117179881,3700067179881,3700.117179881,3700.067179881,DVL_H1000,BI,0.323,0.006,-0.005
3700123003810,3700073003810,3700.12300381,3700.07300381,DVL_H1000,BE,0.169,0.275,0.0
3701100102547,3701050102547,3701.100102547,3701.050102547,DVL_H1000,BI,0.332,0.003,0.005
3701105876601,3701055876601,3701.105876601,3701.055876601,DVL_H1000,BE,0.269,0.193,0.003
3702098876226,3702048876226,3702.098876226,3702.048876226,DVL_H1000,BI,0.321,0.012,-0.003
3702105492894,3702055492894,3702.105492894,3702.055492894,DVL_H1000,BE,0.294,0.128,0.005
3703099009346,3703049009346,3703.099009346,3703.049009346,DVL_H1000,BI,0.313,0.02,-0.008
3703105792846,3703055792846,3703.105792846,3703.055792846,DVL_H1000,BE,0.298,0.1,0.002
3704081971095,3704031971095,3704.081971095,3704.031971095,DVL_H1000,BI,0.177,0.026,-0.004
3705081420849,3705031420849,3705.081420849,3705.031420849,DVL_H1000,BI,0.064,0.004,0.0
3706081466471,3706031466471,3706.081466471,3706.031466471,DVL_H1000,BI,0.029,0.0,0.0
3707063609521,3707013609521,3707.063609521,3707.013609521,DVL_H1000,BI,0.015,0.004,0.002
3713024509568,3712974509568,3713.024509568,3712.974509568,DVL_H1000,BI,-0.031,0.005,0.0
3714024180695,3713974180695,3714.024180695,3713.974180695,DVL_H1000,BI,-0.05,0.009,0.006
3715024304482,3714974304482,3715.024304482,3714.974304482,DVL_H1000,BI,-0.066,0.016,-0.002
3716007082774,3715957082774,3716.007082774,3715.957082774,DVL_H1000,BI,-0.089,0.045,0.0
3717006067034,3716956067034,3717.006067034,3716.956067034,DVL_H1000,BI,-0.104,0.162,0.0
3718006141822,3717956141822,3718.006141822,3717.956141822,DVL_H1000,BI,-0.097,0.097,0.0
3718989783437,3718939783437,3718.989783437,3718.939783437,DVL_H1000,BI,-0.082,0.054,0.0
3719988923154,3719938923154,3719.988923154,3719.938923154,DVL_H1000,BI,0.015,0.006,0.003
3720988856485,3720938856485,3720.988856485,3720.938856485,DVL_H1000,BI,0.085,0.009,0.0
3721971206616,3721921206616,3721.971206616,3721.921206616,DVL_H1000,BI,0.167,0.075,-0.004
3722970642370,3722920642370,3722.97064237,3722.92064237,DVL_H1000,BI,0.2,0.043,-0.004
3723971236610,3723921236610,3723.97123661,3723.92123661,DVL_H1000,BI,0.209,0.016,0.0
3724953588491,3724903588491,3724.953588491,3724.903588491,DVL_H1000,BI,0.251,0.007,0.0
3725953290242,3725903290242,3725.953290242,3725.903290242,DVL_H1000,BI,0.272,0.012,0.0
3726953113616,3726903113616,3726.953113616,3726.903113616,DVL_H1000,BI,0.215,0.002,-0.003
3727935374207,3727885374207,3727.935374207,3727.885374207,DVL_H1000,BI,0.109,0.004,0.004
3730917018174,3730867018174,3730.917018174,3730.867018174,DVL_H1000,BI,-0.051,0.007,0.0
3731913238926,3731863238926,3731.913238926,3731.863238926,DVL_H1000,BI,-0.075,0.003,0.003
