MonoNS,EstNS,MonoS,EstS,SensorID,Src,East_Vel(m_s),North_Vel(m_s),Up_Vel(m_s)
3241916941548,3241866941548,3241.916941548,3241.866941548,DVL_H1000,BI,0.014,0.002,0.0
3242916497467,3242866497467,3242.916497467,3242.866497467,DVL_H1000,BI,0.017,0.007,0.0
3243916700879,3243866700879,3243.916700879,3243.866700879,DVL_H1000,BI,0.016,0.005,0.0
3246896979571,3246846979571,3246.896979571,3246.846979571,DVL_H1000,BI,0.007,-0.012,0.0
3247877550266,3247827550266,3247.877550266,3247.827550266,DVL_H1000,BI,-0.01,0.006,0.0
3248876957145,3248826957145,3248.876957145,3248.826957145,DVL_H1000,BI,-0.014,0.007,0.0
3252856495719,3252806495719,3252.856495719,3252.806495719,DVL_H1000,BI,0.038,0.006,0.004
3253839096097,3253789096097,3253.839096097,3253.789096097,DVL_H1000,BI,0.124,0.009,0.0
3254838281313,3254788281313,3254.838281313,3254.788281313,DVL_H1000,BI,0.077,0.005,0.0
3255838475391,3255788475391,3255.838475391,3255.788475391,DVL_H1000,BI,0.049,0.003,0.0
3259799214571,3259749214571,3259.799214571,3259.749214571,DVL_H1000,BI,0.025,0.004,0.0
3260798719450,3260748719450,3260.79871945,3260.74871945,DVL_H1000,BI,0.029,0.005,0.0
3261799217441,3261749217441,3261.799217441,3261.749217441,DVL_H1000,BI,0.011,0.002,0.0
3264779081722,3264729081722,3264.779081722,3264.729081722,DVL_H1000,BI,-0.008,-0.011,0.0
3265760753736,3265710753736,3265.760753736,3265.710753736,DVL_H1000,BI,0.067,0.002,0.0
3266760651401,3266710651401,3266.760651401,3266.710651401,DVL_H1000,BI,0.167,0.026,0.0
3267760835271,3267710835271,3267.760835271,3267.710835271,DVL_H1000,BI,0.29,0.011,-0.006
3267766684283,3267716684283,3267.766684283,3267.716684283,DVL_H1000,BE,0.267,0.107,0.003
3268743698813,3268693698813,3268.743698813,3268.693698813,DVL_H1000,BI,0.334,0.007,-0.002
3269739344030,3269689344030,3269.73934403,3269.68934403,DVL_H1000,BI,0.353,0.027,-0.009
3270742592113,3270692592113,3270.742592113,3270.692592113,DVL_H1000,BI,0.361,0.02,-0.007
3270749215198,3270699215198,3270.749215198,3270.699215198,DVL_H1000,BE,0.345,0.109,0.003
3271725628235,3271675628235,3271.725628235,3271.675628235,DVL_H1000,BI,0.372,0.022,0.004
3272725339319,3272675339319,3272.725339319,3272.675339319,DVL_H1000,BI,0.379,0.015,-0.006
3273725359900,3273675359900,3273.7253599,3273.6753599,DVL_H1000,BI,0.392,0.018,0.0
3274707617865,3274657617865,3274.707617865,3274.657617865,DVL_H1000,BI,0.388,0.023,0.0
3275707174368,3275657174368,3275.707174368,3275.657174368,DVL_H1000,BI,0.382,0.021,-0.004
3276707492403,3276657492403,3276.707492403,3276.657492403,DVL_H1000,BI,0.382,0.009,-0.003
3277690343903,3277640343903,3277.690343903,3277.640343903,DVL_H1000,BI,0.388,0.005,-0.012
3278689876489,3278639876489,3278.689876489,3278.639876489,DVL_H1000,BI,0.385,0.015,-0.008
3279689573782,3279639573782,3279.689573782,3279.639573782,DVL_H1000,BI,0.445,0.006,0.0
3279696147576,3279646147576,3279.696147576,3279.646147576,DVL_H1000,BE,0.428,0.124,0.005
3280672308574,3280622308574,3280.672308574,3280.622308574,DVL_H1000,BI,0.31,0.006,0.003
3281672187448,3281622187448,3281.672187448,3281.622187448,DVL_H1000,BI,0.191,0.015,0.0
3282672267528,3282622267528,3282.672267528,3282.622267528,DVL_H1000,BI,0.1,0.037,0.0
3283654201747,3283604201747,3283.654201747,3283.604201747,DVL_H1000,BI,0.079,0.001,0.0
3284652966593,3284602966593,3284.652966593,3284.602966593,DVL_H1000,BI,0.053,0.001,0.0
3285653030881,3285603030881,3285.653030881,3285.603030881,DVL_H1000,BI,0.046,0.005,0.0
3286635896381,3286585896381,3286.635896381,3286.585896381,DVL_H1000,BI,0.023,0.009,0.0
3287635657923,3287585657923,3287.635657923,3287.585657923,DVL_H1000,BI,0.017,0.009,0.0
3288635959333,3288585959333,3288.635959333,3288.585959333,DVL_H1000,BI,0.014,0.006,0.002
3289615442541,3289565442541,3289.615442541,3289.565442541,DVL_H1000,BI,0.012,0.008,0.0
3290614567674,3290564567674,3290.614567674,3290.564567674,DVL_H1000,BI,0.014,0.001,0.0
3291614835251,3291564835251,3291.614835251,3291.564835251,DVL_H1000,BI,0.142,0.088,0.0
3292597617627,3292547617627,3292.597617627,3292.547617627,DVL_H1000,BI,0.291,0.067,-0.004
3293597222004,3293547222004,3293.597222004,3293.547222004,DVL_H1000,BI,0.347,0.044,0.003
3293602956683,3293552956683,3293.602956683,3293.552956683,DVL_H1000,BE,0.287,0.199,0.005
3294596857839,3294546857839,3294.596857839,3294.546857839,DVL_H1000,BI,0.363,0.029,0.005
3294603408883,3294553408883,3294.603408883,3294.553408883,DVL_H1000,BE,0.31,0.182,0.005
3295579351801,3295529351801,3295.579351801,3295.529351801,DVL_H1000,BI,0.369,0.0,-0.004
3296579319424,3296529319424,3296.579319424,3296.529319424,DVL_H1000,BI,0.372,0.007,0.0
3296585247476,3296535247476,3296.585247476,3296.535247476,DVL_H1000,BE,0.309,0.21,0.0
3297579571543,3297529571543,3297.579571543,3297.529571543,DVL_H1000,BI,0.366,0.018,0.0
3297585321973,3297535321973,3297.585321973,3297.535321973,DVL_H1000,BE,0.276,0.243,0.003
3298562416626,3298512416626,3298.562416626,3298.512416626,DVL_H1000,BI,0.366,0.013,0.007
3298568058557,3298518058557,3298.568058557,3298.518058557,DVL_H1000,BE,0.317,0.179,0.009
3299561159389,3299511159389,3299.561159389,3299.511159389,DVL_H1000,BI,0.363,0.0,0.005
3299567806099,3299517806099,3299.567806099,3299.517806099,DVL_H1000,BE,0.283,0.227,0.008
3300561336259,3300511336259,3300.561336259,3300.511336259,DVL_H1000,BI,0.366,0.012,0.0
3300567951178,3300517951178,3300.567951178,3300.517951178,DVL_H1000,BE,0.334,0.152,0.007
3301544367132,3301494367132,3301.544367132,3301.494367132,DVL_H1000,BI,0.371,0.01,-0.011
3301550319392,3301500319392,3301.550319392,3301.500319392,DVL_H1000,BE,0.352,0.114,0.003
3302543958634,3302493958634,3302.543958634,3302.493958634,DVL_H1000,BI,0.366,0.007,0.0
3303543942715,3303493942715,3303.543942715,3303.493942715,DVL_H1000,BI,0.36,0.011,-0.018
3303549805726,3303499805726,3303.549805726,3303.499805726,DVL_H1000,BE,0.342,0.118,0.008
3304526293429,3304476293429,3304.526293429,3304.476293429,DVL_H1000,BI,0.372,0.004,0.0
3305525772350,3305475772350,3305.52577235,3305.47577235,DVL_H1000,BI,0.356,0.004,-0.011
3306526345881,3306476345881,3306.526345881,3306.476345881,DVL_H1000,BI,0.367,0.013,0.0
3307508896093,3307458896093,3307.508896093,3307.458896093,DVL_H1000,BI,0.36,0.008,-0.009
3308508392805,3308458392805,3308.508392805,3308.458392805,DVL_H1000,BI,0.371,0.0,-0.004
3309508155805,3309458155805,3309.508155805,3309.458155805,DVL_H1000,BI,0.372,0.004,0.0
3310490892098,3310440892098,3310.490892098,3310.440892098,DVL_H1000,BI,0.362,0.003,-0.007
3311490882596,3311440882596,3311.490882596,3311.440882596,DVL_H1000,BI,0.248,0.008,-0.007
3312490960592,3312440960592,3312.490960592,3312.440960592,DVL_H1000,BI,0.093,0.004,0.0
3313473469096,3313423469096,3313.473469096,3313.423469096,DVL_H1000,BI,0.039,0.05,0.0
3314472528605,3314422528605,3314.472528605,3314.422528605,DVL_H1000,BI,0.026,0.002,0.0
3315472997138,3315422997138,3315.472997138,3315.422997138,DVL_H1000,BI,0.124,0.011,0.0
3316454610653,3316404610653,3316.454610653,3316.404610653,DVL_H1000,BI,0.146,0.0,0.004
3317454375111,3317404375111,3317.454375111,3317.404375111,DVL_H1000,BI,0.163,0.007,0.0
3318453721033,3318403721033,3318.453721033,3318.403721033,DVL_H1000,BI,0.168,0.003,0.0
3319434691015,3319384691015,3319.434691015,3319.384691015,DVL_H1000,BI,0.272,0.015,0.0
3320434307600,3320384307600,3320.4343076,3320.3843076,DVL_H1000,BI,0.321,0.009,-0.005
3320440812853,3320390812853,3320.440812853,3320.390812853,DVL_H1000,BE,0.144,0.287,0.008
3321434683093,3321384683093,3321.434683093,3321.384683093,DVL_H1000,BI,0.348,0.014,0.003
3321440511104,3321390511104,3321.440511104,3321.390511104,DVL_H1000,BE,0.197,0.283,0.009
3322417563175,3322367563175,3322.417563175,3322.367563175,DVL_H1000,BI,0.355,0.009,0.009
3322423198106,3322373198106,3322.423198106,3322.373198106,DVL_H1000,BE,0.217,0.281,0.006
3323417100720,3323367100720,3323.41710072,3323.36710072,DVL_H1000,BI,0.362,0.018,0.0
3323422786692,3323372786692,3323.422786692,3323.372786692,DVL_H1000,BE,0.212,0.293,0.006
3324416524224,3324366524224,3324.416524224,3324.366524224,DVL_H1000,BI,0.373,0.011,0.003
3324423155476,3324373155476,3324.423155476,3324.373155476,DVL_H1000,BE,0.231,0.293,0.006
3325399372516,3325349372516,3325.399372516,3325.349372516,DVL_H1000,BI,0.361,0.015,-0.011
3325405885061,3325355885061,3325.405885061,3325.355885061,DVL_H1000,BE,0.258,0.254,0.001
3326399055892,3326349055892,3326.399055892,3326.349055892,DVL_H1000,BI,0.367,0.015,0.0
3326404941653,3326354941653,3326.404941653,3326.354941653,DVL_H1000,BE,0.251,0.268,0.007
3327399253762,3327349253762,3327.399253762,3327.349253762,DVL_H1000,BI,0.36,0.02,0.008
3327405103065,3327355103065,3327.405103065,3327.355103065,DVL_H1000,BE,0.274,0.233,0.009
3328382374758,3328332374758,3328.382374758,3328.332374758,DVL_H1000,BI,0.358,0.016,-0.003
3328387955731,3328337955731,3328.387955731,3328.337955731,DVL_H1000,BE,0.278,0.228,0.009
3329381011356,3329331011356,3329.381011356,3329.331011356,DVL_H1000,BI,0.361,0.02,0.002
3329387659524,3329337659524,3329.387659524,3329.337659524,DVL_H1000,BE,0.3,0.2,0.007
3330380926604,3330330926604,3330.380926604,3330.330926604,DVL_H1000,BI,0.378,0.012,0.002
3330387831727,3330337831727,3330.387831727,3330.337831727,DVL_H1000,BE,0.315,0.211,0.008
3331364101558,3331314101558,3331.364101558,3331.314101558,DVL_H1000,BI,0.371,0.008,-0.005
3331370013277,3331320013277,3331.370013277,3331.320013277,DVL_H1000,BE,0.309,0.209,0.009
3332363506979,3332313506979,3332.363506979,3332.313506979,DVL_H1000,BI,0.356,0.017,0.005
3332369467989,3332319467989,3332.369467989,3332.319467989,DVL_H1000,BE,0.324,0.152,0.005
3333363680350,3333313680350,3333.36368035,3333.31368035,DVL_H1000,BI,0.356,0.022,0.01
3333369580402,3333319580402,3333.369580402,3333.319580402,DVL_H1000,BE,0.335,0.125,0.002
3334345991689,3334295991689,3334.345991689,3334.295991689,DVL_H1000,BI,0.259,0.018,0.005
3334352616816,3334302616816,3334.352616816,3334.302616816,DVL_H1000,BE,0.236,0.117,0.0
3335345441152,3335295441152,3335.345441152,3335.295441152,DVL_H1000,BI,0.107,0.027,0.0
3336345849894,3336295849894,3336.345849894,3336.295849894,DVL_H1000,BI,0.071,0.007,0.0
3337328574812,3337278574812,3337.328574812,3337.278574812,DVL_H1000,BI,0.031,0.0,0.0
3338328117023,3338278117023,3338.328117023,3338.278117023,DVL_H1000,BI,-0.02,0.001,0.003
3339326861536,3339276861536,3339.326861536,3339.276861536,DVL_H1000,BI,-0.025,0.007,0.005
3340308317719,3340258317719,3340.308317719,3340.258317719,DVL_H1000,BI,0.071,0.003,0.0
3341308323092,3341258323092,3341.308323092,3341.258323092,DVL_H1000,BI,0.197,0.007,0.004
3342308390588,3342258390588,3342.308390588,3342.258390588,DVL_H1000,BI,0.275,0.008,0.005
3342314390098,3342264390098,3342.314390098,3342.264390098,DVL_H1000,BE,-0.176,0.211,0.003
3343291422627,3343241422627,3343.291422627,3343.241422627,DVL_H1000,BI,0.32,0.007,0.002
3343297294680,3343247294680,3343.29729468,3343.24729468,DVL_H1000,BE,-0.228,0.225,0.001
3344290305972,3344240305972,3344.290305972,3344.240305972,DVL_H1000,BI,0.41,0.0,0.006
3344296914182,3344246914182,3344.296914182,3344.246914182,DVL_H1000,BE,-0.331,0.236,0.006
3345290359468,3345240359468,3345.290359468,3345.240359468,DVL_H1000,BI,0.454,0.008,0.0
3345296993345,3345246993345,3345.296993345,3345.246993345,DVL_H1000,BE,-0.229,0.39,0.0
3346273421840,3346223421840,3346.27342184,3346.22342184,DVL_H1000,BI,0.457,0.011,-0.005
3347273028218,3347223028218,3347.273028218,3347.223028218,DVL_H1000,BI,0.463,0.004,-0.011
3347278994769,3347228994769,3347.278994769,3347.228994769,DVL_H1000,BE,-0.124,0.444,0.004
3348273458835,3348223458835,3348.273458835,3348.223458835,DVL_H1000,BI,0.467,0.01,0.009
3349255375263,3349205375263,3349.255375263,3349.205375263,DVL_H1000,BI,0.481,0.006,0.0
3350254905016,3350204905016,3350.254905016,3350.204905016,DVL_H1000,BI,0.486,0.011,0.007
3351255167343,3351205167343,3351.255167343,3351.205167343,DVL_H1000,BI,0.478,0.027,0.008
3351261177936,3351211177936,3351.261177936,3351.211177936,DVL_H1000,BE,0.029,0.068,0.001
3352237981510,3352187981510,3352.23798151,3352.18798151,DVL_H1000,BI,0.482,0.019,-0.006
3352243933770,3352193933770,3352.24393377,3352.19393377,DVL_H1000,BE,0.159,0.457,0.007
3353237415514,3353187415514,3353.237415514,3353.187415514,DVL_H1000,BI,0.222,0.018,0.004
3354237180556,3354187180556,3354.237180556,3354.187180556,DVL_H1000,BI,0.129,0.032,0.0
3355219864933,3355169864933,3355.219864933,3355.169864933,DVL_H1000,BI,0.097,0.001,0.003
3356219696765,3356169696765,3356.219696765,3356.169696765,DVL_H1000,BI,0.086,0.0,0.0
3357219829011,3357169829011,3357.219829011,3357.169829011,DVL_H1000,BI,0.069,0.006,0.0
3358201265362,3358151265362,3358.201265362,3358.151265362,DVL_H1000,BI,0.013,0.007,0.0
3359200853947,3359150853947,3359.200853947,3359.150853947,DVL_H1000,BI,-0.018,0.009,0.0
3360199715125,3360149715125,3360.199715125,3360.149715125,DVL_H1000,BI,0.049,0.001,0.0
3361182605708,3361132605708,3361.182605708,3361.132605708,DVL_H1000,BI,0.103,0.002,0.008
3362182207127,3362132207127,3362.182207127,3362.132207127,DVL_H1000,BI,0.262,0.022,0.0
3362188243386,3362138243386,3362.188243386,3362.138243386,DVL_H1000,BE,-0.24,0.107,0.0
3363182348414,3363132348414,3363.182348414,3363.132348414,DVL_H1000,BI,0.378,0.034,-0.004
3363188285508,3363138285508,3363.188285508,3363.138285508,DVL_H1000,BE,-0.328,0.189,0.006
3364164806460,3364114806460,3364.16480646,3364.11480646,DVL_H1000,BI,0.443,0.007,0.0
3364171312297,3364121312297,3364.171312297,3364.121312297,DVL_H1000,BE,-0.233,0.372,0.007
3365164280631,3365114280631,3365.164280631,3365.114280631,DVL_H1000,BI,0.459,0.005,-0.004
3366164765247,3366114765247,3366.164765247,3366.114765247,DVL_H1000,BI,0.462,0.01,0.004
3367147328584,3367097328584,3367.147328584,3367.097328584,DVL_H1000,BI,0.472,0.005,0.0
3368146836670,3368096836670,3368.14683667,3368.09683667,DVL_H1000,BI,0.471,0.0,0.004
3368152739348,3368102739348,3368.152739348,3368.102739348,DVL_H1000,BE,-0.433,0.184,0.007
3369146494380,3369096494380,3369.14649438,3369.09649438,DVL_H1000,BI,0.473,0.009,-0.004
3370129174965,3370079174965,3370.129174965,3370.079174965,DVL_H1000,BI,0.474,0.012,0.008
3371128846967,3371078846967,3371.128846967,3371.078846967,DVL_H1000,BI,0.478,0.004,0.0
3372129620579,3372079620579,3372.129620579,3372.079620579,DVL_H1000,BI,0.464,0.002,-0.008
3372135121345,3372085121345,3372.135121345,3372.085121345,DVL_H1000,BE,-0.262,0.383,0.0
3373111848212,3373061848212,3373.111848212,3373.061848212,DVL_H1000,BI,0.471,0.008,-0.005
3373117785305,3373067785305,3373.117785305,3373.067785305,DVL_H1000,BE,-0.455,0.028,0.001
3374111290674,3374061290674,3374.111290674,3374.061290674,DVL_H1000,BI,0.478,0.014,0.012
3374117762386,3374067762386,3374.117762386,3374.067762386,DVL_H1000,BE,-0.345,0.335,0.008
3375111144715,3375061144715,3375.111144715,3375.061144715,DVL_H1000,BI,0.229,0.019,0.001
3375116658606,3375066658606,3375.116658606,3375.066658606,DVL_H1000,BS,0.229,0.019,0.001
3376094176463,3376044176463,3376.094176463,3376.044176463,DVL_H1000,BI,0.144,0.011,0.004
3376100218555,3376050218555,3376.100218555,3376.050218555,DVL_H1000,BE,-0.108,0.107,0.001
3377093539301,3377043539301,3377.093539301,3377.043539301,DVL_H1000,BI,0.1,0.023,0.0
3378093690505,3378043690505,3378.093690505,3378.043690505,DVL_H1000,BI,0.079,0.004,0.0
3379076209800,3379026209800,3379.0762098,3379.0262098,DVL_H1000,BI,0.221,0.022,0.002
3380075583139,3380025583139,3380.075583139,3380.025583139,DVL_H1000,BI,0.287,0.009,0.003
3380082316764,3380032316764,3380.082316764,3380.032316764,DVL_H1000,BE,-0.239,0.158,0.002
3381076072380,3381026072380,3381.07607238,3381.02607238,DVL_H1000,BI,0.303,0.005,0.0
3382058737215,3382008737215,3382.058737215,3382.008737215,DVL_H1000,BI,0.315,0.006,0.007
3383058215552,3383008215552,3383.058215552,3383.008215552,DVL_H1000,BI,0.309,0.0,0.008
3384057931011,3384007931011,3384.057931011,3384.007931011,DVL_H1000,BI,0.314,0.01,0.008
3385040609847,3384990609847,3385.040609847,3384.990609847,DVL_H1000,BI,0.314,0.003,-0.004
3386040672218,3385990672218,3386.040672218,3385.990672218,DVL_H1000,BI,0.326,0.008,0.004
3386046396981,3385996396981,3386.046396981,3385.996396981,DVL_H1000,BE,-0.268,0.179,0.007
3387040654841,3386990654841,3387.040654841,3386.990654841,DVL_H1000,BI,0.325,0.0,0.0
3387046453103,3386996453103,3387.046453103,3386.996453103,DVL_H1000,BE,-0.293,0.141,0.0
3388023176178,3387973176178,3388.023176178,3387.973176178,DVL_H1000,BI,0.378,0.0,0.003
3388029051731,3387979051731,3388.029051731,3387.979051731,DVL_H1000,BE,-0.307,0.216,0.006
3389022561766,3388972561766,3389.022561766,3388.972561766,DVL_H1000,BI,0.491,0.004,0.0
3390022554347,3389972554347,3390.022554347,3389.972554347,DVL_H1000,BI,0.515,0.011,-0.003
3391005644718,3390955644718,3391.005644718,3390.955644718,DVL_H1000,BI,0.513,0.005,0.0
3391011466897,3390961466897,3391.011466897,3390.961466897,DVL_H1000,BE,-0.335,0.379,0.004
3392004994724,3391954994724,3392.004994724,3391.954994724,DVL_H1000,BI,0.509,0.009,-0.003
3392010896818,3391960896818,3392.010896818,3391.960896818,DVL_H1000,BE,-0.391,0.334,0.004
3393005091095,3392955091095,3393.005091095,3392.955091095,DVL_H1000,BI,0.286,0.017,-0.006
3393011006897,3392961006897,3393.011006897,3392.961006897,DVL_H1000,BE,-0.194,0.197,0.012
3393987413518,3393937413518,3393.987413518,3393.937413518,DVL_H1000,BI,0.169,0.008,-0.002
3394986855689,3394936855689,3394.986855689,3394.936855689,DVL_H1000,BI,0.105,0.005,-0.004
3395987424262,3395937424262,3395.987424262,3395.937424262,DVL_H1000,BI,0.096,0.042,0.003
3396969123109,3396919123109,3396.969123109,3396.919123109,DVL_H1000,BI,0.101,0.005,-0.004
3397968525031,3397918525031,3397.968525031,3397.918525031,DVL_H1000,BI,0.085,0.007,0.003
3398968248073,3398918248073,3398.968248073,3398.918248073,DVL_H1000,BI,0.072,-0.012,0.0
3399951093448,3399901093448,3399.951093448,3399.901093448,DVL_H1000,BI,0.062,0.009,0.0
3400950783241,3400900783241,3400.950783241,3400.900783241,DVL_H1000,BI,0.022,0.001,0.0
3402932508543,3402882508543,3402.932508543,3402.882508543,DVL_H1000,BI,0.009,0.011,0.0
3403931764841,3403881764841,3403.931764841,3403.881764841,DVL_H1000,BI,0.014,0.006,0.0
3407912416360,3407862416360,3407.91241636,3407.86241636,DVL_H1000,BI,0.099,0.006,0.0
3408893006013,3408843006013,3408.893006013,3408.843006013,DVL_H1000,BI,0.142,0.01,-0.003
3409892311393,3409842311393,3409.892311393,3409.842311393,DVL_H1000,BI,0.163,0.022,0.0
3410892719552,3410842719552,3410.892719552,3410.842719552,DVL_H1000,BI,0.172,0.013,0.0
3411874455733,3411824455733,3411.874455733,3411.824455733,DVL_H1000,BI,0.176,0.015,0.002
3412873865237,3412823865237,3412.873865237,3412.823865237,DVL_H1000,BI,0.302,0.018,-0.005
3413873690945,3413823690945,3413.873690945,3413.823690945,DVL_H1000,BI,0.388,0.009,0.004
3414856382030,3414806382030,3414.85638203,3414.80638203,DVL_H1000,BI,0.479,0.004,-0.005
3415856184405,3415806184405,3415.856184405,3415.806184405,DVL_H1000,BI,0.519,0.006,-0.016
3415862091457,3415812091457,3415.862091457,3415.812091457,DVL_H1000,BE,0.222,0.455,0.02
3416856204652,3416806204652,3416.856204652,3416.806204652,DVL_H1000,BI,0.379,0.026,0.0
3416862154579,3416812154579,3416.862154579,3416.812154579,DVL_H1000,BE,-0.153,0.348,0.004
3417838926361,3417788926361,3417.838926361,3417.788926361,DVL_H1000,BI,0.188,0.019,0.0
3418838346366,3418788346366,3418.838346366,3418.788346366,DVL_H1000,BI,0.109,0.005,0.0
3419838153407,3419788153407,3419.838153407,3419.788153407,DVL_H1000,BI,0.1,0.012,0.0
3420821162405,3420771162405,3420.821162405,3420.771162405,DVL_H1000,BI,0.185,0.003,0.003
3421820885739,3421770885739,3421.820885739,3421.770885739,DVL_H1000,BI,0.297,0.007,0.003
3421826634710,3421776634710,3421.82663471,3421.77663471,DVL_H1000,BE,-0.105,0.277,0.004
3422820799529,3422770799529,3422.820799529,3422.770799529,DVL_H1000,BI,0.342,0.009,0.002
3423803181451,3423753181451,3423.803181451,3423.753181451,DVL_H1000,BI,0.367,0.009,0.0
3423809723454,3423759723454,3423.809723454,3423.759723454,DVL_H1000,BE,-0.156,0.333,0.005
3424802717246,3424752717246,3424.802717246,3424.752717246,DVL_H1000,BI,0.364,0.0,0.005
3424809286373,3424759286373,3424.809286373,3424.759286373,DVL_H1000,BE,-0.163,0.326,0.002
3425803167988,3425753167988,3425.803167988,3425.753167988,DVL_H1000,BI,0.37,0.007,0.0
3425809007082,3425759007082,3425.809007082,3425.759007082,DVL_H1000,BE,-0.203,0.308,0.002
3426785895239,3426735895239,3426.785895239,3426.735895239,DVL_H1000,BI,0.363,0.005,0.0
3427785181953,3427735181953,3427.785181953,3427.735181953,DVL_H1000,BI,0.363,0.003,-0.012
3427791155796,3427741155796,3427.791155796,3427.741155796,DVL_H1000,BE,-0.207,0.298,0.006
3428785042786,3428735042786,3428.785042786,3428.735042786,DVL_H1000,BI,0.373,0.004,0.0
3428791660329,3428741660329,3428.791660329,3428.741660329,DVL_H1000,BE,-0.257,0.269,0.001
3429767898660,3429717898660,3429.76789866,3429.71789866,DVL_H1000,BI,0.359,0.006,0.0
3429774508621,3429724508621,3429.774508621,3429.724508621,DVL_H1000,BE,-0.255,0.251,0.005
3430767628494,3430717628494,3430.767628494,3430.717628494,DVL_H1000,BI,0.377,0.005,0.009
3430773429090,3430723429090,3430.77342909,3430.72342909,DVL_H1000,BE,-0.313,0.211,0.003
3431767621325,3431717621325,3431.767621325,3431.717621325,DVL_H1000,BI,0.373,0.009,-0.008
3431773659042,3431723659042,3431.773659042,3431.723659042,DVL_H1000,BE,-0.295,0.217,0.006
3432750659197,3432700659197,3432.750659197,3432.700659197,DVL_H1000,BI,0.365,0.005,0.004
3432756367044,3432706367044,3432.756367044,3432.706367044,DVL_H1000,BE,-0.344,0.126,0.002
3433749488292,3433699488292,3433.749488292,3433.699488292,DVL_H1000,BI,0.374,0.003,0.0
3434749616746,3434699616746,3434.749616746,3434.699616746,DVL_H1000,BI,0.37,0.013,-0.009
3434756267248,3434706267248,3434.756267248,3434.706267248,DVL_H1000,BE,-0.328,0.16,0.003
3435732606494,3435682606494,3435.732606494,3435.682606494,DVL_H1000,BI,0.328,0.003,0.0
3436732024166,3436682024166,3436.732024166,3436.682024166,DVL_H1000,BI,0.165,0.011,0.0
3437732139786,3437682139786,3437.732139786,3437.682139786,DVL_H1000,BI,0.133,0.007,0.006
3438714605416,3438664605416,3438.714605416,3438.664605416,DVL_H1000,BI,0.095,0.006,0.0
3439713746590,3439663746590,3439.71374659,3439.66374659,DVL_H1000,BI,0.08,0.002,0.0
3440714424829,3440664424829,3440.714424829,3440.664424829,DVL_H1000,BI,0.063,0.005,0.0
3441696069719,3441646069719,3441.696069719,3441.646069719,DVL_H1000,BI,0.029,0.003,0.0
3443695474346,3443645474346,3443.695474346,3443.645474346,DVL_H1000,BI,-0.024,0.014,0.004
3444678133931,3444628133931,3444.678133931,3444.628133931,DVL_H1000,BI,-0.052,0.033,-0.003
3445678103179,3445628103179,3445.678103179,3445.628103179,DVL_H1000,BI,-0.045,0.02,0.0
3446678063927,3446628063927,3446.678063927,3446.628063927,DVL_H1000,BI,0.054,0.009,0.0
3447660563098,3447610563098,3447.660563098,3447.610563098,DVL_H1000,BI,0.091,0.008,0.0
3448660058684,3448610058684,3448.660058684,3448.610058684,DVL_H1000,BI,0.13,0.045,0.0
3449660049932,3449610049932,3449.660049932,3449.610049932,DVL_H1000,BI,0.261,0.026,0.0
3450642886265,3450592886265,3450.642886265,3450.592886265,DVL_H1000,BI,0.309,0.019,-0.007
3451642267728,3451592267728,3451.642267728,3451.592267728,DVL_H1000,BI,0.326,0.016,0.0
3452642489223,3452592489223,3452.642489223,3452.592489223,DVL_H1000,BI,0.345,0.004,0.0
3453624893603,3453574893603,3453.624893603,3453.574893603,DVL_H1000,BI,0.349,0.013,-0.011
3453631448439,3453581448439,3453.631448439,3453.581448439,DVL_H1000,BE,0.33,0.111,0.003
3454624295524,3454574295524,3454.624295524,3454.574295524,DVL_H1000,BI,0.363,0.015,-0.009
3454631062108,3454581062108,3454.631062108,3454.581062108,DVL_H1000,BE,0.346,0.111,0.007
3455624752683,3455574752683,3455.624752683,3455.574752683,DVL_H1000,BI,0.381,0.016,0.0
3455630708443,3455580708443,3455.630708443,3455.580708443,DVL_H1000,BE,0.339,0.175,0.006
3456607317478,3456557317478,3456.607317478,3456.557317478,DVL_H1000,BI,0.38,0.003,-0.013
3456613284613,3456563284613,3456.613284613,3456.563284613,DVL_H1000,BE,0.318,0.207,0.001
3457606813314,3457556813314,3457.606813314,3457.556813314,DVL_H1000,BI,0.382,0.003,-0.004
3457612809907,3457562809907,3457.612809907,3457.562809907,DVL_H1000,BE,0.323,0.201,0.002
3458606679647,3458556679647,3458.606679647,3458.556679647,DVL_H1000,BI,0.37,0.005,0.0
3458613249358,3458563249358,3458.613249358,3458.563249358,DVL_H1000,BE,0.282,0.241,0.005
3459589465231,3459539465231,3459.589465231,3459.539465231,DVL_H1000,BI,0.365,0.011,-0.015
3459596025608,3459546025608,3459.596025608,3459.546025608,DVL_H1000,BE,0.226,0.288,0.002
3460592586440,3460542586440,3460.59258644,3460.54258644,DVL_H1000,BI,0.357,0.006,-0.007
3461592499355,3461542499355,3461.592499355,3461.542499355,DVL_H1000,BI,0.362,0.01,0.0
3461594814576,3461544814576,3461.594814576,3461.544814576,DVL_H1000,BE,0.192,0.309,0.0
3462571786148,3462521786148,3462.571786148,3462.521786148,DVL_H1000,BI,0.167,0.002,0.0
3463570970781,3463520970781,3463.570970781,3463.520970781,DVL_H1000,BI,0.112,0.011,-0.003
3464571256441,3464521256441,3464.571256441,3464.521256441,DVL_H1000,BI,0.087,-0.014,0.0
3469533653473,3469483653473,3469.533653473,3469.483653473,DVL_H1000,BI,-0.024,0.006,0.0
