t_s,ch1_cmd,ch2_cmd,ch3_cmd,ch4_cmd,ch5_cmd,ch6_cmd,ch7_cmd,ch8_cmd,ch1_applied,ch2_applied,ch3_applied,ch4_applied,ch5_applied,ch6_applied,ch7_applied,ch8_applied
96.7983,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.8084,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.8185,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.8286,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.8388,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.8489,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.8590,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.8691,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.8792,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.8893,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.8994,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.9094,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.9195,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.9296,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.9396,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.9497,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.9597,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.9698,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.9799,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
96.9899,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.0000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.0100,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.0201,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.0302,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.0402,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.0503,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.0603,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.0704,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.0805,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.0905,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.1006,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.1108,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.1209,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.1310,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.1411,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.1512,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.1613,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.1715,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.1816,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.1917,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.2018,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.2119,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.2220,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.2321,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.2422,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.2522,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.2623,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.2724,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.2825,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.2926,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.3028,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.3128,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.3229,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.3330,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.3431,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.3533,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.3633,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,7.5000,7.5000,10.0000,7.5000,7.5000,7.5000,7.5000
97.3734,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.3835,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.3936,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.4037,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.4138,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.4238,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.4339,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.4440,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.4541,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.4642,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.4743,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.4844,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.4945,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.5045,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.5146,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.5247,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.5347,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.5448,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.5548,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.5649,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.5750,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.5850,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.5951,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.6052,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.6152,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.6253,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.6353,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.6454,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.6554,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.6655,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.6756,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.6856,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.6957,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.7058,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.7158,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.7259,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.7359,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.7460,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.7561,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.7661,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.7762,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.7862,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.7963,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.8064,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.8165,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.8265,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.8367,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.8468,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.8569,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.8670,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.8750,6.8750,10.0000,7.5000,7.5000,7.5000,7.5000
97.8771,10.0000,6.2500,6.2500,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.2500,6.2500,10.0000,7.5000,7.5000,7.5000,7.5000
97.8872,10.0000,6.2500,6.2500,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.2500,6.2500,10.0000,7.5000,7.5000,7.5000,7.5000
97.8973,10.0000,6.2500,6.2500,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.2500,6.2500,10.0000,7.5000,7.5000,7.5000,7.5000
97.9074,10.0000,6.2500,6.2500,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,6.2500,6.2500,10.0000,7.5000,7.5000,7.5000,7.5000
97.9175,10.0000,5.6250,5.6250,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,5.6250,5.6250,10.0000,7.5000,7.5000,7.5000,7.5000
97.9276,10.0000,5.6250,5.6250,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,5.6250,5.6250,10.0000,7.5000,7.5000,7.5000,7.5000
97.9377,10.0000,5.0000,5.0000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,5.0000,5.0000,10.0000,7.5000,7.5000,7.5000,7.5000
97.9478,10.0000,5.0000,5.0000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,5.0000,5.0000,10.0000,7.5000,7.5000,7.5000,7.5000
97.9579,10.0000,5.0000,5.0000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,5.0000,5.0000,10.0000,7.5000,7.5000,7.5000,7.5000
97.9681,10.0000,5.0000,5.0000,10.0000,7.5000,7.5000,7.5000,7.5000,10.0000,5.0000,5.0000,10.0000,7.5000,7.5000,7.5000,7.5000
97.9782,9.3750,5.0000,5.0000,9.3750,7.5000,7.5000,7.5000,7.5000,9.3750,5.0000,5.0000,9.3750,7.5000,7.5000,7.5000,7.5000
97.9883,9.3750,5.0000,5.0000,9.3750,7.5000,7.5000,7.5000,7.5000,9.3750,5.0000,5.0000,9.3750,7.5000,7.5000,7.5000,7.5000
97.9984,9.3750,5.0000,5.0000,9.3750,7.5000,7.5000,7.5000,7.5000,9.3750,5.0000,5.0000,9.3750,7.5000,7.5000,7.5000,7.5000
98.0085,9.3750,5.0000,5.0000,9.3750,7.5000,7.5000,7.5000,7.5000,9.3750,5.0000,5.0000,9.3750,7.5000,7.5000,7.5000,7.5000
98.0186,8.7500,5.0000,5.0000,8.7500,7.5000,7.5000,7.5000,7.5000,8.7500,5.0000,5.0000,8.7500,7.5000,7.5000,7.5000,7.5000
98.0287,8.7500,5.0000,5.0000,8.7500,7.5000,7.5000,7.5000,7.5000,8.7500,5.0000,5.0000,8.7500,7.5000,7.5000,7.5000,7.5000
98.0388,8.7500,5.0000,5.0000,8.7500,7.5000,7.5000,7.5000,7.5000,8.7500,5.0000,5.0000,8.7500,7.5000,7.5000,7.5000,7.5000
98.0489,8.1250,5.0000,5.0000,8.1250,7.5000,7.5000,7.5000,7.5000,8.1250,5.0000,5.0000,8.1250,7.5000,7.5000,7.5000,7.5000
98.0590,8.1250,5.0000,5.0000,8.1250,7.5000,7.5000,7.5000,7.5000,8.1250,5.0000,5.0000,8.1250,7.5000,7.5000,7.5000,7.5000
98.0690,8.1250,5.0000,5.0000,8.1250,7.5000,7.5000,7.5000,7.5000,8.1250,5.0000,5.0000,8.1250,7.5000,7.5000,7.5000,7.5000
98.0791,8.1250,5.0000,5.0000,8.1250,7.5000,7.5000,7.5000,7.5000,8.1250,5.0000,5.0000,8.1250,7.5000,7.5000,7.5000,7.5000
98.0892,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.0992,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.1093,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.1193,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.1294,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.1395,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.1495,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.1596,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.1697,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.1797,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.1898,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.1998,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.2099,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.2200,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.2301,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.2401,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.2502,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.2603,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.2704,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.2805,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.2906,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.3006,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.3107,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.3208,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.3308,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.3409,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.3509,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.3610,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.3711,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.3812,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.3912,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.4013,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.4113,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.4214,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
98.4315,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,5.0000,5.0000,7.5000,7.5000,7.5000,7.5000,7.5000
