t_s,E_m,N_m,U_m,vE_mps,vN_mps,vU_mps,yaw_deg,src_used
3149.501465115,19.55058933403423,-6.908677829271322,25.743713416147557,0.013999637569317236,0.0037996819961426754,0.006750745488903476,15.185000067181965,BI
3150.500805203,19.564579733074716,-6.904880654730925,25.750459706738503,0.016444039707223485,0.0021102971550127445,-0.0010678033642963895,17.873648151353432,BI
3151.501818563,19.581040436514023,-6.9027682190851865,25.74939082130499,0.011574308869485935,-0.0004885079684849144,0.0013404231266528916,19.991480383021504,BI
3152.48222651,19.5923879809107,-6.903247156179662,25.7507049827907,0.011533743991802634,-0.000247337936273026,0.0017063333428251409,21.677055231053206,BI
3153.480354738,19.603900136363446,-6.903494031155711,25.75240812226655,0.0121055763913191,-0.0006002885697493155,0.0014472988174409438,23.182900286922944,BI
3154.480542525,19.616007986024638,-6.90409443245185,25.753855692867894,0.01276753741852369,0.008880954848223028,0.000344425972338397,24.36193897111434,BI
3156.46027756,19.64128432716276,-6.88651249499457,25.754537565032297,-0.014357841200529561,0.001399838683093622,-0.004110090962702733,35.31181579505068,BI
3157.460665303,19.626920918809812,-6.885112113533826,25.750425880410596,-0.005932279810496473,-0.0180680633316862,-0.022435533060129253,46.821373546307825,BI
3158.437368545,19.62112684188645,-6.902759249566545,25.72851302253477,-0.005455847279297739,-0.023292051623203053,-0.039569104888119766,62.87874902403304,BI
3159.440994623,19.615651211279364,-6.9261357599857085,25.688800436985943,-0.0014233804155004731,-0.03210609004785662,-0.048827993712948034,84.14715036433851,BI
3160.440054423,19.61422916912613,-6.958211663887715,25.640018351352666,0.0138503174241393,-0.04720987247947955,-0.06076509399089137,102.85938646566053,BI
3161.420240997,19.627805064310905,-7.004486147052335,25.580457222054967,0.021642079426136725,-0.030485029004429502,-0.04678977884871737,113.51511185588878,BI
3162.420168496,19.649445574664643,-7.034968965861677,25.533670835512005,0.029278324973024007,-0.0365946278520054,-0.03950459339301228,122.00212574460795,BI
3163.415898045,19.678598867985517,-7.071407318148589,25.49433494454934,0.03393986213206167,-0.025532714200537557,-0.041293658883784,127.60242674244182,BI
3164.401821882,19.71206098708601,-7.096580629702207,25.453622541938874,0.038388080416789525,-0.031045846376185595,-0.04342246774079503,129.87492996603456,BI
3165.401144471,19.750423062994848,-7.1276054452805475,25.410229489055382,0.040503478900789223,-0.028366073720918216,-0.043872930818361716,131.54631304817445,BI
3166.401247717,19.790930723717818,-7.155974447685113,25.366352028532408,0.032807746780076086,-0.03220515836836821,-0.03548914658994675,132.3516615514242,BI
3167.383060646,19.82314179367786,-7.187593888551675,25.331508325571214,0.029183431905913552,-0.02886911085862697,-0.03986103034826387,131.61256527472165,BI
3168.382971561,19.852322625777738,-7.216460427605557,25.291650846242845,-0.015346415310321306,0.02657041493758434,0.030716454664686338,129.68212264466462,BI
3169.381925488,19.836992263938118,-7.189917807261637,25.322335169253652,-0.03389202126187214,0.052433821497629006,0.06208884970700928,125.29464177450811,BI
3170.36506361,19.803671725803934,-7.138368118465168,25.38337708435175,-0.011040459490115315,0.07167618031898784,0.08982557224491845,119.16523954363646,BI
3171.363648333,19.792646891622205,-7.066793379795632,25.47307552853026,-0.021869476494157967,0.07966719400251322,0.10215607763436005,111.84700642877424,BI
3172.364012159,19.77076945844389,-6.987097200796593,25.57526877320172,-0.012702863066328476,0.09213516035462321,0.11044794926274536,103.76022301535903,BI
3173.346928449,19.758283607406355,-6.8965360508022675,25.683829861729173,0.004637719659260302,0.09141798253135834,0.1344516419619276,95.34176096797,BI
3174.346378745,19.762918777692565,-6.8051683211015925,25.81820759508569,0.021807726141362654,0.08499394196097179,0.14916250504224676,84.38052200475573,BI
3175.345957123,19.784717309216816,-6.720210214456416,25.967307209934237,0.08575166722266261,0.18261436192134825,0.27077600777874067,68.29804906248006,BI
3176.335217835,19.8695480645887,-6.539557000760672,26.23517527618196,0.445,0.113,0.006,52.33080532529388,BE
3177.328390416,20.311509863133576,-6.427328499107703,26.241134311667956,0.25413013929062206,0.2004950644746955,0.4078377145696763,42.226934139760765,BI
3178.328885199,20.56576574169697,-6.226734233083471,26.64917381740566,0.2875152553897998,0.17647324683919124,0.37808487283700204,31.596411105655108,BI
3179.312293192,20.848510541956774,-6.053189031591126,27.020985503386004,0.35171865533212926,0.13599053220116064,0.38391348327846464,21.600328677347434,BI
3180.315553816,21.20137601957763,-5.916755085396935,27.406150784181865,0.532,0.026,0.009,14.089371470937227,BE
3181.307321914,21.728996647713732,-5.89096911484893,27.415076697063867,0.3596234332148324,0.06977472810025234,0.3147879819836087,10.980196606889852,BI
3182.298463021,22.085434215413333,-5.821812513599039,27.72707600599732,0.395,0.235,0.004,9.786418607291886,BE
3183.296601333,22.479698848653438,-5.587250010278977,27.73106855924532,0.442,0.122,0.009,5.330354288760897,BE
3184.297249822,22.921985480791445,-5.465170894620975,27.740074395646317,0.423,0.184,0.0,4.192100180292319,BE
3185.281279849,23.338230182212357,-5.284109369653014,27.740074395646317,0.452,0.163,0.008,4.01690425521447,BE
3186.27918033,23.789281199624455,-5.121451591249979,27.74805759949432,0.39,0.266,0.008,3.8506122478735394,BE
3187.279013955,24.17921631337448,-4.855495846999962,27.75605626849432,0.45,0.15,0.007,4.628929023068136,BE
3188.263885513,24.62240851447433,-4.707765113300012,27.76295036940032,0.419,0.243,0.0,4.586597978306827,BE
3189.256743098,25.03841584258929,-4.466500720145034,27.76295036940032,0.3789841280834628,0.023730200063733532,0.2938841749154803,4.477276368974322,BI
3190.262963227,25.419757300838466,-4.442622915175703,28.058662541794895,0.389,0.261,0.009,3.6218842544179255,BE
3191.245646146,25.802020956329514,-4.18614267331667,28.067506688065897,0.444,0.152,0.005,-0.5114574422674844,BE
3192.244696321,26.245599234029456,-4.034287046716691,28.072501938940896,0.398,0.239,0.005,-10.386106423258248,BE
3193.2448134,26.643645831471503,-3.7952590648356623,28.077502524335895,0.243,0.354,0.015,-22.332664557549265,BE
3194.227604526,26.882464075089487,-3.4473510062316843,28.092244391225893,0.354,0.187,0.008,-35.1148230135915,BE
3195.227431442,27.236402803353513,-3.2603833729396703,28.100243006553892,0.149,0.234,0.008,-43.845307466833404,BE
3196.220879311,27.384426535834475,-3.0279165715937317,28.10819058950589,0.07754685035563351,-0.10849835002613671,-0.05635240936754081,-50.034746675552114,BI
3197.204077307,27.46067044370024,-3.13459193190873,28.052785013545957,0.04860027072734571,-0.07048871484089832,-0.03632292341355838,-54.94274606104602,BI
3198.204006888,27.509267292045138,-3.2050756830048384,28.016464647956333,0.03134992378790305,-0.06214199768902599,-0.03821720033845702,-58.42360690742752,BI
3199.203566891,27.540603421960615,-3.2671903384012895,27.978264263071384,0.03631311914282564,-0.05715495748700937,-0.027288609579403333,-56.94673098186844,BI
3200.185865606,27.576273752232257,-3.3233335796966625,27.951458696947398,0.012441476540048553,-0.014176984016576223,-0.00549752541578152,-38.98204536558968,BI
3201.185355318,27.588708880036126,-3.337503329368419,27.945963976852866,-0.0032378940219520815,-0.0011563238985784062,-0.0036302833696811344,-13.94876093612678,BI
3202.185692603,27.58546989392109,-3.3386600432777036,27.94233246904306,0.0033059134127831264,-0.005510426839615778,-0.004765095230152563,0.45123155557786726,BI
3203.167575823,27.588715914827873,-3.344070638926559,27.937653701994872,0.011012494906426116,-0.005862351563579359,0.00483298976627692,7.227554183879463,BI
3204.167073701,27.599722880118332,-3.349930046874447,27.942484265010663,0.0071690244613413405,-0.005339979936323373,-0.005299971938826968,6.772446499398801,BI
3208.148439253,27.62826538715016,-3.371190459041297,27.92138313930685,-0.0011909364618731095,-0.0030007814532462727,-0.004310102204546239,-14.852326174971164,BI
3209.129046405,27.62709754633807,-3.3741330467959383,27.917156622259224,0.004421856779860569,-0.005079881088888826,-0.002154527962489879,-21.323641224337045,BI
3212.10903431,27.6402746260597,-3.389271030999666,27.91073615499002,-0.006475879865936177,-0.015160803446854599,-0.021776432646505816,-15.386510041056496,BI
3214.107946359,27.627329911767802,-3.4195761436821037,27.867206981388684,-0.008985369720944247,-0.0016129628548784654,-0.008755654276335985,-7.528322840486678,BI
3215.090109826,27.6185048098904,-3.4211603368717936,27.858607497628782,-0.06862033301751144,-0.04847706180002574,-0.10655620289688589,-0.8665613244023923,BI
3216.08964387,27.549916450928777,-3.4696148104940128,27.75210094523397,-0.021208599297395873,-0.010059852743859989,-0.027166057472779385,9.518281510728425,BI
3217.090132528,27.528697487879665,-3.4796795790653947,27.72492161284988,-0.01387434414653365,-0.01496815659371712,-0.0274491687067115,24.07464893766845,BI
3218.070633807,27.515093675698704,-3.4943558757498034,27.69800766782547,-0.000444193976719478,-0.009835170480223435,-0.015068912148393055,40.52543417699407,BI
3220.069032238,27.51420599915257,-3.514010465006101,27.66789397743124,0.022547916239800507,-0.009240263889257501,0.0014862693227759593,56.91644110130564,BI
3221.050799626,27.536342807984155,-3.523082254749086,27.669353148182125,0.009009040858690552,0.006194550971600032,0.004633003460682212,54.00429025502072,BI
3226.029581957,27.581196861430662,-3.492240933823203,27.692419863951635,-0.008355378884075875,0.0021372849593311615,-0.005061586382366283,-14.348446771356736,BI
3227.010718978,27.572999089883012,-3.490143964425177,27.687453754166906,-0.008667397904707722,0.0010168760474214044,-0.006988717812707043,-27.69980427911381,BI
3228.009996942,27.56433795015162,-3.4891278225988693,27.680470082460054,-0.010981546260307064,0.006560966981297492,-0.0037893738273044575,-39.198301468939555,BI
3229.010359601,27.55335242133473,-3.482564476223847,27.67667933438223,-0.009693119463448396,0.009129922487484454,-0.0008294277785578628,-51.62697849203073,BI
3229.991524122,27.54384187641938,-3.4736065201996453,27.675865529273175,-0.0064929803927058,0.0104575037327772,-0.0018659639061056146,-64.6068683572564,BI
3230.990950543,27.537352620263874,-3.4631550146714023,27.67400063564478,-0.005002966729389769,0.010075076806384444,0.003234679466357263,-79.96071497520438,BI
3231.991441534,27.53234719712285,-3.4530749910929828,27.677236903309645,-0.0004269123464167245,0.008797559967114421,0.005140105492448832,-98.95629256048598,BI
3232.973053174,27.531928134994345,-3.4444392038256635,27.68228249069186,0.00037222451703788727,0.016467329283080846,0.010802245840171565,-119.83927566082424,BI
3234.972490551,27.532672374606346,-3.4115138101577043,27.703880904780245,-0.00089075956353548,0.014362374799967366,0.004788396130776201,-165.17148285665266,BI
3238.937013143,27.52914093819267,-3.354573850788464,27.722864609420153,-0.010983766631500467,0.012068630729432954,0.005070012120431621,148.09642871122065,BI
3239.935878696,27.51816963206227,-3.3425189112809552,27.727928869880547,-0.004490081567828415,0.011782163812235182,0.008125255898487333,142.64110343987366,BI
3240.935919651,27.513679366603153,-3.3307362649302035,27.73605445854889,-0.009294271841776697,0.008404200525776737,0.0034620693889191286,137.87902821770004,BI
3241.916941548,27.5045614824097,-3.3224915601876366,27.739450824428353,-0.007764566455283469,0.010202589852562342,0.005968137738179192,133.91831357779017,BI
3242.916497467,27.49680036405085,-3.3122935011113768,27.74541631182996,-0.005001065036643058,0.013825633646996087,0.011038170263151232,130.64913854825252,BI
3243.916700879,27.491798281737566,-3.298465055164592,27.7564567273894,-0.0048783395946302805,0.012464503328072977,0.010091479553758217,127.70637446609645,BI
3246.896979571,27.47725947019135,-3.261317361489574,27.78653214887422,-0.013093113269065761,0.002235504734585858,-0.004070983112843685,128.71483458013665,BI
3247.877550266,27.464420747013385,-3.259125291058305,27.782540262133924,0.010630599799815083,-0.004790708759860109,0.00019863905550301602,134.1584139317896,BI
3248.876957145,27.475045041581215,-3.2639131583481933,27.782738783372434,0.014450015666963509,-0.005949298233245673,0.0008960456218346639,139.39291909380924,BI
3252.856495719,27.532549436322807,-3.2875886201556264,27.78630463148859,-0.029235901261222937,0.02482294826220024,0.005008324771433302,150.1838337771438,BI
3253.839096097,27.50382222869236,-3.263197581810116,27.791225813302148,-0.1039545225749831,0.06588389608400819,0.017600269117230536,150.44448420125,BI
3254.838281313,27.399952406599088,-3.197367366870487,27.80881174200171,-0.0647564682859844,0.04045970566323117,0.011118094835492053,150.51540020046562,BI
3255.838475391,27.335183370507263,-3.1568998088685074,27.81993199461481,-0.041118472502325226,0.025785822296567375,0.00737309891194832,150.27391798029444,BI
3259.799214571,27.17232382544555,-3.054768892209975,27.84913491635338,-0.011219091042087851,0.017062493340904625,0.014966740365922356,131.07430236941713,BI
3260.79871945,27.161110289211035,-3.0377148468678334,27.864094246371845,-0.006948463557102713,0.019430399928495618,0.020980429280983103,119.99962200948988,BI
3261.799217441,27.154158365381615,-3.0182747707750477,27.885085123717786,7.095185364555608e-05,0.006428878480001408,0.009146829359064213,104.59020732289359,BI
3264.779081722,27.154369792275965,-2.999117585425604,27.91234143380926,-0.012219284142968414,0.004553097580141684,-0.003867608752072618,26.906043868707382,BI
3265.760753736,27.142374463001698,-2.9946479369541668,27.908544710536248,0.0410875830827731,0.006206859611896834,0.05259548849639502,10.648215776904019,BI
3266.760651401,27.18345784138665,-2.9884417125212486,27.961134816673322,0.12874230865268013,-0.019206948444708417,0.10780311263697517,-0.8522650946586301,BI
3267.766684283,27.31297683719584,-3.007764534219504,28.06958829276807,0.267,0.107,0.003,-6.595588817090287,BE
3268.743698813,27.573839716705816,-2.903223979509514,28.07251933635807,0.2540625140699643,-0.055703992034539004,0.2096623576512132,-11.076410145256252,BI
3269.73934403,27.826795843658672,-2.9586853927465313,28.28126865993853,0.27596030484987283,-0.09548387376936862,0.20036900957273948,-14.489132698858345,BI
3270.749215198,28.105480199038993,-3.0551118038751484,28.483615545666712,0.345,0.109,0.003,-17.55492702356293,BE
3271.725628235,28.44234269680397,-2.9486827828421562,28.486544784777713,0.30287032143511666,-0.12384215090238186,0.17837233544936504,-20.56613905649944,BI
3272.725339319,28.745125514157284,-3.0724891537656625,28.6648655856054,0.30259075035026245,-0.14965918222373634,0.17304036228171635,-24.032875983186585,BI
3273.7253599,29.047722492127832,-3.2221514161250537,28.837909509230844,0.3171344162319283,-0.1744593931511257,0.1515839113579506,-27.203569236984443,BI
3274.707617865,29.359230298447244,-3.393515544616799,28.986804013528033,0.31040236606565547,-0.20019537487002806,0.12101728397833017,-30.799438073198896,BI
3275.707174368,29.669495001994722,-3.5936221334386373,29.107767626703957,0.29398785184229664,-0.22276215753564427,0.10163249548848356,-34.77426632433305,BI
3276.707492403,29.96357635226347,-3.816455137137045,29.209432444883138,0.2912205944138627,-0.23272916012353362,0.08391485814461666,-37.46387553155924,BI
3277.690343903,30.249802950314137,-4.0451933412582886,29.291908289082894,0.2842289533361211,-0.2523205213881362,0.07912810228908683,-39.68705606271819,BI
3278.689876489,30.53389905105826,-4.297395924502237,29.370999405789178,0.2814508784295883,-0.25094725549919356,0.07952910152035923,-39.37337365980715,BI
3279.696147576,30.81711493243263,-4.549916892073011,29.451027241224182,0.428,0.124,0.005,-37.01303886526371,BE
3280.672308574,31.23491183957666,-4.428872928321002,29.455908046214184,0.24358757365890046,-0.17526712292779523,0.07804825161131335,-35.633746571245105,BI
3281.672187448,31.4784699084471,-4.6041188218432545,29.53394684415297,0.14718362957143982,-0.10969581347247029,0.05486171427134045,-34.1689137929283,BI
3282.672267528,31.625665324483574,-4.713823419756452,29.58881295175038,0.08469909215471898,-0.04480613273016262,0.046770442139597836,-13.158911618761925,BI
3283.654201747,31.708834261388553,-4.757820094705269,29.634738449325027,0.039861110160736075,0.015684989563293873,0.06638578913557498,22.689604791222735,BI
3284.652966593,31.748646136939634,-4.742154478519573,29.701042241787615,0.018258920108757553,0.0195799732387149,0.04575190142970253,49.13503937971679,BI
3285.653030881,31.766906230877847,-4.722573246523539,29.746797084515556,0.014984180353270019,0.01890875179841449,0.03948333122428545,63.39911364126341,BI
3286.635896381,31.78163366479285,-4.703988486732821,29.785603888600967,0.012273330010383162,0.006082915980870994,0.020551484219537345,66.40808698763296,BI
3287.635657923,31.793904068129507,-4.697907021271928,29.806150472154684,0.011419561196632837,0.0026717338132171736,0.015246490104534542,62.46923384941172,BI
3288.635959333,31.805327071296077,-4.695234482171423,29.821401557703798,0.010095427408597746,0.003134257502206335,0.011147142025990193,51.94470456489004,BI
3289.615442541,31.81521537292038,-4.692164529578464,29.832319996135446,0.010498884672880333,-0.0019991075022984762,0.009683852013522945,35.96083008017781,BI
3290.614567674,31.825705072465528,-4.69416188812758,29.84199537606641,0.007283990858708368,0.0020209465532227597,0.011826210390453484,22.456698104157493,BI
3291.614835251,31.832991012352657,-4.692140400815542,29.853824750878758,0.12847375083847712,-0.053967529781598814,0.09214120183047934,8.541328071522944,BI
3292.597617627,31.95925275045535,-4.745178737961161,29.944379500141228,0.20370591305772165,-0.05455285286048821,0.2114565847404659,-0.2591492323210648,BI
3293.602956683,32.16404626079035,-4.800022851558014,30.156965063429126,0.287,0.199,0.005,-5.602240441331099,BE
3294.603408883,32.45117604219046,-4.600932863757937,30.161967324429128,0.31,0.182,0.005,-8.969603726261429,BE
3295.579351801,32.75371834677042,-4.423311252681961,30.166847039019128,0.22795402362853598,-0.043195812991616414,0.28696356014580343,-10.061516603882389,BI
3296.585247476,32.983016313237194,-4.466761734148333,30.45550244305237,0.309,0.21,0.0,-12.290273368559697,BE
3297.585321973,33.29203933281027,-4.256746089778282,30.45550244305237,0.276,0.243,0.003,-16.05911790223956,BE
3298.568058557,33.563274629994176,-4.017941099866363,30.45845065280437,0.317,0.179,0.009,-20.285265853372913,BE
3299.567806099,33.88019460080818,-3.838986289848359,30.46744838068237,0.283,0.227,0.008,-25.40165569120398,BE
3300.567951178,34.16323565816519,-3.6119533569153477,30.475449541314372,0.334,0.152,0.007,-30.39478362115351,BE
3301.550319392,34.49134664164118,-3.4626333883873537,30.48232611881237,0.352,0.114,0.003,-34.2903211312818,BE
3302.543958634,34.84110765482517,-3.349358514799357,30.48530703653837,0.2497227953319678,-0.1995968539478256,0.17833850225265022,-37.91117487992814,BI
3303.549805726,35.09229060231602,-3.550122429915185,30.664688300420885,0.342,0.118,0.008,-40.997661732054205,BE
3304.526293429,35.42624939674193,-3.4348968809612144,30.672500202044883,0.24681504946653035,-0.23635375268093575,0.14703480863548354,-43.38578858291286,BI
3305.52577235,35.6729358360693,-3.6711274746650546,30.819458393929317,0.22156305615688332,-0.24894553826628846,0.1257335719834987,-46.37506134403919,BI
3306.526345881,35.894625965507366,-3.9202157909148756,30.9452640780141,0.22647822126554262,-0.2728928787035092,0.09536819199978437,-49.15157278981343,BI
3307.508896093,36.117152189825255,-4.188346746738355,31.038968115281566,0.20794200990565206,-0.28217206681549717,0.08297014659182075,-51.66281644180238,BI
3308.508392805,36.324989545012556,-4.470376799738591,31.121896503994222,0.20934547640142057,-0.29892034642982823,0.06691859233825546,-54.47391522083858,BI
3309.508155805,36.53428540653612,-4.769226302046392,31.18879923662611,0.19847450063727845,-0.31216063081624496,0.039542548794772314,-57.200796234432985,BI
3310.490892098,36.72933350154743,-5.075997883195296,31.22765913444446,0.17248408681954452,-0.3178132969273113,0.01859967984188036,-60.330903372426484,BI
3311.490882596,36.90181594942318,-5.393808160260656,31.24625863755218,0.11326301593097036,-0.2206754914541054,0.009529779310656636,-60.48557665662361,BI
3312.490960592,37.01508779941635,-5.6145008635204094,31.255789160147504,0.05824776640890133,-0.06340706513239396,0.035379963251400026,-46.00556602376865,BI
3313.473469096,37.07231672525209,-5.676798844226651,31.2905502749132,0.03872902037358667,-0.05003213778516861,0.004224709403995991,-19.35926482546382,BI
3314.472528605,37.111009321330584,-5.726783927236537,31.294771011016028,0.01533181860540423,-0.0018008290934147472,0.02101647812615834,-0.4154563526432217,BI
3315.472997138,37.12634832339896,-5.728585600077809,31.31579733605573,0.06737906266721785,0.0027074927155193267,0.10464096424098232,10.912580473033994,BI
3316.454610653,37.19248852194113,-5.725927888636491,31.418514320777305,0.07285804657441862,0.02076670783267609,0.12486972769711688,14.902011184421418,BI
3317.454375111,37.26532940738553,-5.7051660722357145,31.543354636409003,0.08024752234109238,0.01607703214098566,0.1411377490101553,15.987680150310652,BI
3318.453721033,37.3455244415877,-5.689099555727758,31.684400070322557,0.08037106729142585,0.019075995026330724,0.14632018984471182,15.326933571541613,BI
3319.434691015,37.42436604602191,-5.670386577230141,31.827935784320797,0.1377554507314895,0.010038135639173615,0.23480134502735223,9.992245182105853,BI
3320.440812853,37.56296481330635,-5.660286989750765,32.06417454514451,0.144,0.287,0.008,3.2187255132437733,BE
3321.440511104,37.70692136145038,-5.373373591713721,32.07217213115251,0.197,0.283,0.009,-4.687217017547341,BE
3322.423198106,37.90051070084441,-5.095273170147679,32.08101631417051,0.217,0.281,0.006,-11.459332707276538,BE
3323.422786692,38.11742142400637,-4.814388777481723,32.08701384568651,0.212,0.293,0.006,-18.031886504074205,BE
3324.423155476,38.32949960621435,-4.52128072376976,32.09301605839051,0.231,0.293,0.006,-23.197686710655184,BE
3325.405885061,38.55651014034935,-4.233340955364755,32.09891243590051,0.258,0.254,0.001,-27.631566846618018,BE
3326.404941653,38.81426674108541,-3.979580580996701,32.09991149249251,0.251,0.268,0.007,-31.66157826204238,BE
3327.405103065,39.06530725549733,-3.711537322580789,32.106912622376505,0.274,0.233,0.009,-35.64739407113743,BE
3328.387955731,39.33460888598142,-3.482532651402713,32.11575829637051,0.278,0.228,0.009,-38.912470379879714,BE
3329.387659524,39.61252654043535,-3.2546001865987693,32.12475563050751,0.3,0.2,0.007,-42.3959351597631,BE
3330.387831727,39.91257820133539,-3.05456574599874,32.131756835928506,0.315,0.211,0.008,-45.99876707508567,BE
3331.370013277,40.22196538958538,-2.8473254389487503,32.1396142883285,0.309,0.209,0.009,-49.086852131695565,BE
3332.369467989,40.530796895593376,-2.638439404140753,32.1486093807365,0.324,0.152,0.005,-52.096009474449374,BE
3333.369580402,40.854833317405344,-2.4864223173647684,32.1536099428015,0.335,0.125,0.002,-55.003687693569695,BE
3334.352616816,41.18415051609543,-2.3635427656147368,32.1555760156295,0.236,0.117,0.0,-56.47826628065041,BE
3335.345441152,41.41845705939143,-2.2473823183027353,32.1555760156295,0.054438097198039694,-0.08796048776992102,0.03843756189893362,-50.29797251236243,BI
3336.345849894,41.47291740772618,-2.3353787592183277,32.19402928857435,0.03989161425073755,-0.029432855154917004,0.051306589731729635,-30.981002103832974,BI
3337.328574812,41.51211989106963,-2.364303159386957,32.24444955276134,0.012550027504272296,0.0053142323412906445,0.027843414737865568,22.949931161154876,BI
3338.328117023,41.524664173309354,-2.358991359842778,32.272280221090206,-0.00016516764168447506,-0.01125317365119328,-0.01683267068608632,75.69770873553851,BI
3339.326861536,41.524499213033494,-2.3702304052807435,32.25546868360334,0.008791082723587829,-0.01978746116492315,-0.015171461537824685,91.11856063705002,BI
3340.308317719,41.533127275527825,-2.389650931386936,32.24057855887189,-0.004445169511858349,0.0559904887777466,0.04353510806739631,96.48206121802534,BI
3341.308323092,41.52868208213207,-2.333660141772292,32.28411390085342,-0.007720952462919647,0.15415755561594077,0.12267776872597361,95.63798994289618,BI
3342.314390098,41.52091428660424,-2.1785673113415243,32.407535956338286,-0.176,0.211,0.003,91.6369217433585,BE
3343.29729468,41.34792308017221,-1.9711744445394876,32.41048467008429,-0.228,0.225,0.001,86.88174107409701,BE
3344.296914182,41.12000983371624,-1.7462600565895192,32.411484289586284,-0.331,0.236,0.006,81.72522297374066,BE
3345.296993345,40.788983630763234,-1.510241374121517,32.417484764564286,-0.229,0.39,0.0,76.10269958369423,BE
3346.27342184,40.5653815054082,-1.1294342610714532,32.417484764564286,0.07478406715446827,0.19866996599298217,0.40488589492866167,70.54262369809015,BI
3347.278994769,40.64058233885923,-0.9296571214636085,32.824627059838384,-0.124,0.444,0.004,63.0958751009186,BE
3348.273458835,40.51726879467522,-0.4881150761595679,32.828604916102385,0.124479726016336,0.1291364285356413,0.4313914471057085,50.22720751793109,BI
3349.255375263,40.63949748260362,-0.3613138955271473,33.25219526491426,0.1434724809027782,0.08855809343899206,0.450522043090072,33.67310960105941,BI
3350.254905016,40.78290249600266,-0.27279744626592656,33.702505451365106,0.16920083458316168,0.03480664470030224,0.45445084999487945,15.120767528849578,BI
3351.261177936,40.95316471388508,-0.23777246226795434,34.15980703518589,0.029,0.068,0.001,-2.010756503778668,BE
3352.24393377,40.98166463307108,-0.17094506555596672,34.160789791019894,0.159,0.457,0.007,-11.512570815660807,BE
3353.237415514,41.13962823036712,0.28307609145216656,34.167744163227894,0.09438813458113783,-0.03003725963339162,0.19953105794339196,-9.902560361188172,BI
3354.237180556,41.23399418770094,0.2530458893132228,34.367228339752984,0.054979200072568554,-0.02526133604748968,0.11833914170922603,5.928091152343345,BI
3355.219864933,41.28802138867219,0.22822196903721498,34.4835183654982,0.031599493376439115,0.018960622833402854,0.08978288701151141,33.10508203177471,BI
3356.219696765,41.31961556802504,0.24717940330060442,34.5732861539012,0.01633277829158455,0.033024431911797825,0.07770860473706223,63.68454219235593,BI
3357.219829011,41.33595050626122,0.28020820256141804,34.65100503529039,0.0040230247256705055,0.04177846889013128,0.05509423571711455,89.27385988903168,BI
3358.201265362,41.33989884896796,0.3212111106193137,34.705076520953725,0.0010798925835219244,0.009663248502485186,0.011111051272821675,104.20642932014952,BI
3359.200853947,41.340978297267476,0.33087038351641485,34.71618300097339,0.01112619190691482,-0.016218174208624182,0.004263646208261223,111.89276348312373,BI
3360.199715125,41.352091818422274,0.3146706789213798,34.720441791647545,-0.020366160990896835,0.04439260758076381,0.00406397326186863,115.19886032250746,BI
3361.182605708,41.33207411057245,0.3583037548673459,34.7244362326962,-0.03638979496357053,0.09645317550644208,0.007040437289882983,115.14391044292235,BI
3362.188243386,41.29547916166239,0.45530070231935704,34.7315163617045,-0.24,0.107,0.0,113.4693538705991,BE
3363.188285508,41.055469052382456,0.5623052093733293,34.7315163617045,-0.328,0.189,0.006,111.51706018236754,BE
3364.171312297,40.7330362655904,0.7480972724943629,34.7374145224385,-0.233,0.372,0.007,110.4960621229346,BE
3365.164280631,40.50167464376837,1.1174814927424093,34.7443653007765,-0.1377124561532303,0.3883904195605461,0.20226260508019692,109.21475334585388,BI
3366.164765247,40.363895449955486,1.5060601325145189,34.94672592555132,-0.11920832421667958,0.37610494413607237,0.24061264811695354,108.55163831579682,BI
3367.147328584,40.246765721114954,1.875607061487095,35.183143092009544,-0.10863402415831502,0.3650564435587454,0.27882152322123765,106.78517609907081,BI
3368.152739348,40.137543903889565,2.242638739308566,35.46347325269102,-0.433,0.184,0.007,103.67959529500531,BE
3369.14649438,39.70724797503353,2.4254896651965807,35.47042953791502,-0.06082756406482629,0.3102608284118644,0.3519434980264915,100.94761051371084,BI
3370.129174965,39.6474739087942,2.7303769575628736,35.816277580442566,-0.03169816929477954,0.2836605781645941,0.37870292111190235,98.71516029752317,BI
3371.128846967,39.61578613643555,3.013944495625122,36.19485628775371,-0.024326886721871856,0.25658830761496637,0.4025799833296591,95.73985285161591,BI
3372.135121345,39.59130661363083,3.27214273527243,36.59996221007399,-0.262,0.383,0.0,92.04405459249787,BE
3373.117785305,39.3338486561108,3.6485030319524614,36.59996221007399,-0.455,0.028,0.001,87.01816328781126,BE
3374.117762386,38.8788590842558,3.6765023902204614,36.60096218715499,-0.345,0.335,0.008,80.44299012350679,BE
3375.111144715,38.53614218075071,4.009285470435552,36.608909245787,0.03218296760122129,0.054839978048005514,0.2208162888105699,72.67489820943743,BI
3376.100218555,38.56797351209864,4.063526258109006,36.827312860495404,-0.108,0.107,0.001,76.28140183259363,BE
3377.093539301,38.46069487153065,4.169811577930993,36.8283061812414,0.017072676078367547,0.01843568712960315,0.09948692965200262,81.6274984418206,BI
3378.093690505,38.47777012906593,4.18825005261023,36.9278081537151,0.0006763451254386567,0.033794073191018854,0.07151575472881032,92.08889769960219,BI
3379.0762098,38.47843465120175,4.221453381577055,36.99807376263266,-0.005824389207263092,0.11035581910012238,0.19265687031897766,98.49608437764782,BI
